category	headline	text
business	FMI elobi kokitisa budget ezali malamu	"FMI (Fonds monétaire international) etalisi kobanga na yango lolenge bosaleli budget ya RDC ezali kokende mpe ekanisi ete ekozala malamu kokitisa budget. ""Lolenge budget esalelami kino kati kati ya sanza ya février ezali kopesa bobangi likolo ya bozito etiyami likolo ya ba dépenses mpe mpo na faible perfomance ya ba recettes,"" ekomi na liyebisi motalisi elongi ya FMI na RDC. Bozito yango ""bomemi bodefi mbongo na banque centrale mpe libulu kati ya ba réserves internationales ya BCC (Banque centrale ya Congo),"" eyebisi lipinga ya FMI. FMI esengi bakonzi ya RDC kotika kodefa misolo na BCC mpe kozongisa miye mizwamaki. Mpo na FMI, plan ya trésorerie ministre oyo Finances abimisaki na février ezali réaliste (malamu). Plan yango elobaki mosolo mokoti moke mpe esengeli l’Etat esalela kaka 5,45 milliards $. Kolanda mobeko ya finances ya 2020, budget ezali ya 10,59 milliards $ mpo na population ya pene na 80 millions ya bato, 2/3 babikaka na pene na dollars mibale na mokolo."
business	Bayi petololo balaki kotelemisa boteki wuto jeudi na Kasaï mpe Katanga ya kala	"Ba sociétés ya pétrole ya bituka ya kala ya Katanga mpe Kasaï balaki kotelemisa boteki mpe bokaboli bwa petololo na bango wuto jeudi le 6 août 2020 mpo na kosenga bomati bwa ntalo na pompe. Lingomba ya bayi petrole kati na FEC (Fédération des entreprises du Congo) lizali kosenga ete ntalo ya petrole elanda ndenge makambo manso mazali komata na mboka mpe na molongo. Bakomelaki ministre ya Economie le 30 juillet 2020 mpe balobaki ete bazali na nkwokoso nzambi na bokweyisami ya maye manso makotaka na ntalo ya petololo. Basengi na mbulamatari komatisa ntalo. ""Kino sika, lokola tozwi structure ya ntalo ya sika te, lobiko etikali mpo na entreprises epesaka petolo na maye manso masalami na yango na etando ya sud, kaka kotelemisa boteki mpe bopesi produits pétroliers wuto mokolo mwa jeudi 6 aouut 2020,"" ekomi bango na mokanda mwango. Mpo na ba compagnies baye, ntalo ya petololo ya nse ezali kozangisa bango misolo mingi. Le 7 mai 2020, nsima na koyokana na bayi petololo, mbulamatari esilaki kokitisa ntalo ya litre ya essence wuto 1760FC kino 1390FC, ya gasoil wuto 1750 FC kino 1450 FC mpe ya Jet A1 wuto 2168,01 FC kino 1647,93 FC. Ministère ya Economie elobaki bokitisami bwa 12% bwango bozalaki mpo na mbano mabe ya COVID19 na makambo manso mpe na mokili mobimba."
business	Matungulu akambi BAD na masolo na PM Ilunga mpo na kosunga mbulamatari	"Freddy Matungu, mokambi ya sika ya BAD (Banque africaine de développement), alaki lisusu lisungi ya mosala na ye na mbulamatri ya RDC. Ezalaki nsima na masolo ya mikolo mibale na batambwisi ya ekolo eye. M. Matungulu akambi lipinga ya BAD liye lisololi na mbulatari ya ekolo Congo démocratique wuta suka ya mposo moleki. ""Tozali kokende nsima na koyeba malamu makombo ya litomba maye mbulamatari alingi kosala,"" eyebisi M. Matungula na bapanzi sango. Alobi ete mobembo na ye na lipinga ya BAD elakisi lolenge BAD ezali kosepela makasi kosunga RDC. Kasi alimboli ete BAD esengi mbongwana mbulamatari kosala mbongwana mpo etali politique économique mpe sociale. Abeti sete ete BAD ezali kopesa litomba ya liboso na énergie (lotiliki), bileyi ya bato (milona, industries), intégration régionale, social, éducation mpe santé (bokolongono). BAD nde ekopesa misolo mpo na botongi na gbabga ya engunduka mpe mituka kati na Brazzaville mpe Kinshasa, bingumba mingama. Misala ya botongi yango mikobanda na juillet 2020. Kasi RDC, elingi yambo kotonga lipongo ya Banana. M. Matungulu azalaki moko ya bayi Lamuka (lingomba ya oppostion). Nkombo na ye epesamaki na président Félix Tshisekedi na juillet mpo na kokamba BAD."
business	Trump asakoli bozongisi ya RDC na AGOA	Président Donald asakoli bozongisami ya RDC na AGOA, mabongisami mapesaka nzela na bikolo bya Afrika kosala mombongo na Amerika, elobi ntoma ya USA na Kinshasa Mike Hammer. Wuta Amerika epayi wapi azali na loyi, ntoma Mike Hammer asakoli ete Maison Blanche, ndako ya mosala ya mokonzi ya mboka ya Etats-Unis. Sango ya malamu mpeza! Mpo na makasi ya président Tshisekedi mpe bo’ elombo ya bondeko na biso (partenariat privilégié pour la paix et la prospérité, na yoki na Maison Blanche ete endimami mpo na kozonga na AGOA. Yango ekofungola mabaku ya nkita mingi, ekomi na Twitter M. Hammer. Mokeno moye motalisi makasi RDC esali mpo na kotosa malako makasi masengi na Congrès ya Etats-Unis. Etali mpe makasi président Félix Tshisekedi asali na ntina ya komema mbongwana na misala mya bokambi mboka, kobatela makoki ma bomoto mpe kobundisa kaniaka, elobi ambassade ya Etats-Unis na Kinshasa, Mike Hammer akomi compte Twitter na ye ete yango etalisi misala mizali kosalama na nzela ya boyokani Etats-Unis ezali na yango wuta président Felix Tshisekedi akota na bokonzi.  
business	Banque mondiale elaki Tshisekedi kofungola ba bureaux na Goma na Kananga mpe kobakisa misolo	"Mokambi ya Banque mondiale (BM) David Malpass alaki président Félix Tshisekedi kosunga ye na bokambi na ye. Ezalaki na bokutani na bango lundi na Washington. M. David Malpass asololaki o’mokolo ya yambo ya mposo na M. Tshisekedi elongo na bakambi ya bituka ya Kasaï central, ya Nord-Kivu, ya Sud-Kivu mpe ya Itrui na bureau ya Banque mondiale, na Washington. ""BM ezali kosala procédure ya sika. Ezali kokomisa makambo mwa pete. Ekofungola ba bureaux kati na mboka. Bureau moko na Goma mpo na bituka ya est ya RDC. Bureau mosusu na Kananga mpo na bituka ya katikati ya mboka,"" eyebisi na VOA Lingala Jean Bamanisa, mokambi ya Ituri. Bakambi ya bituka na M. Tshisekedi bapesaki na BM makanisi na bango kolonda linaka ya lisalisi ya litomba (Programmes d’actions prioritaires). Basengaki BM kosunga mpo na bozongisi bokonzi ya l’Etat na mboka yango ekosenga kobongisa misala ya bosembo, ba équipements mpe administration mpe mpo na komatisa nkita, banzela. ""Esengeli BM ematisa mbala mibale lisungi lya yango. Kino sika oyo tozalaki na 500 to 600 millions ya ba dollars ya lisungi mobu na mobu, kasi esengeli emata,"" elobi Bamanisa. M. Tshisekedi alongwaki Washington lundi na mpokwa mpo na kozonga Kinshasa nsima na mposo moko ya mobembo na Etats-Unis esika ayaki mpo na 74e Assemblée générale ya Nations unies. Awutaki na mobembo mosusu na Bruxelles."
business	"Tshisekedi na masolo ya ""intégration éconmique"" na Malabo (Guinée équatoriale)"	Président Félix Tshisekedi azalaki lelo na masolo ya likolo na bakonzi ya bikolo bisusu, na Malabo, na Guinée équatoriale, mpo na ntombwa mpe kosangasi makanisi mpo na nkita ya continent Afrika. Masolo yango mazali mpo na 54e Assemblée annuelle ya Conseil ba gouverneurs ya BAD (Banque africaine de développement). Félix Tshisekedi azalaki na mokokani wa ye ya Guinée équatoriale, Teodoro Obiang Nguema, mpe bakambi basusu. Président Tshisekedi akomaki na mpokwa ya lobi loleki na engumba mokozi ya Guinée équatoriale. Kasi yambo na yango alekaki na Libreville na Gabon epayi wapi akutanaki na mokokani waye Ali Bongo ONdimba.
business	Bapaya ba mombongo mpe tourisme ya bikolo 15 esengeli basimbisa $15.000 yambo na koya na Amerika	"Bapaya bakowuta mboka ya Afrika zomi na mitano bakosengela kosimbisa misolo nkoto zomi na ndambo yambo na kosala mobembo na Etats-Unis, yango mokano mosakolami na mbulamatari ya Amerika. ""RDC ekotisamaki na linaka liye lya kosimibisa misolo mpo na motango ya likolo ya bana ya Congo baye batosaka te ndelo ya bovandi na bango bopesama na visa,"" elimboli ambassade ya USA na Kinshasa. RDC ezali kati na bikolo zomi na mitano bazali nan se ya mokano yango. Mboka esusu ezali Angola, Burkina Faso, Tchad, Djibouti, Érythrée, Gambie, Guinée-Bissau, Liberia, Libye, Mauritanie, Soudan, Sao Tomé-et-Principe mpe Cap-Vert mpe Burundi. ""Nakosalelaka visa na ndenge esengeli mpe na kolandaka mikano, bana ba Congo bakoki kobongisa bolamu bozalaka na mibembo na Etats-Unis mpo na bana mboka banso ya RDC,"" epesi toli ambassade ya USA na Kinshasa. Département elimboli ete ezali mokona ya mwa ntango mobengami ""visa bond"" moye mokosala mingi nde mpo na basali mibembo ya mombongo to ya kotala mboka kasi etali te bayekoli mpe baye bakosala mobembo ya etinda. Etali mpe te baye bazali na visa esusu kati na bango baye bandimami na koya kovanda na Amerika."
business	Bato basato bakufi na botelemeli ya bavandi na ba exploitants miniers na Sakanya	"Bato basato to koleka bakufi na bitumba ntango bavandi bazalaki kotelemela coopérative moko ezwakia mine ya cuivre na cobalt na Lonshi, na territoire ya Sakanya (Haut-Katanga), elobi mokambi ya etando eye. ""Bato basato bakufi mpe basusu bazoki na bitumba na baye ya bokengi jeudi,"" esakoli Yuma Asani na AFP, administrateur ya territoire ya Sakanya. Lonshi ezwami pene na 90 km ya Sakanya, na ndelo na Zambie. Kolanda M. Yuma Asani, bavandi ya Lonshi bazalaki kotelemela lisanga ya ba exploitants miniers artisanaux ya Katanga (EMAK) eye ezali coopérative na esika yango. ""Na kanda na bango, bavandi batiyaki moto na mituka zomi mimemaka ba minerais (makele) mpe na mituka misusu minene. Jeeps misatu ya police mpe moko ya mampinga miyaki kozongisa kimya "", eyebisi M. Yuma. Baye bazalaki kotelemela bafundi bakambi ya EMAK na bozangi kozongisa mosolo (redevance) na communauté, na koyokanaka na bakonzi ya bisika biye. Na RDC, ba sociétés minières esengeli ezongisa 0,3% ya chiffre d’affaires na bango na ba projets ya ntombwa ya ba communautés epayi ba zwami.  "
business	Tshisekedi akutani na emir ya Qatar mpe bikolo mibale batie manzaka na mambi ma mpepo mpe mabongo	Qatar endimi kosunga RDC na boyokani mpo etali kobongisa mambi ma mpepo, mabongo mpe makambo masusu, na bokutani ya emir ya Qatar Cheikh Ramin Bin Hamad na président Félix Tshisekedi na Doha. Cheikh Tamin Bin Hamad, emir ya Qatar akutani na président Félix Tshisekedi mokonzi ya Ekolo Congo démocratique mpe motambwisi ya Union africiane, na Doha engumba mokonzi ya Qatar. Emir ya Qatar alobi ete asengi na ekolo na ye makoki mpo kokolisa bondeko kati na mboka na Ekolo Congo démocratique. RDC na Qatar batie manzaka na boyokani mpo na kosala elongo na mambi Kobongisa maye matali misala mya mpepo, ya mabongo mpe kokolisa boyebi bayi RDC. Boyokani bwango botali mpe nkita, mombongo mpe misala misusu. Masolo ma bango mazalaki mpe mpo boyokani na Union africaine mpe bolamu ya ngambo ibale.
business	Sassou asololi na bayi Italie ya ENI ntango Congo elingi kozwa terminal pétrolier ya Ndjeno na maboko	"Président Denis Sassou N’Guesso asololi na limpinga lya companie ya Italie ENI mpo na lolenge ya kokoba kozwa pétrole. Masolo mango masalami ntango esengeli Congo ezwa na maboko terminal pétrolier ya Ndjeno, na Pointe-Noire. Limpinga lyango limemamaki na bokutani bwango na DG ya ENI Alessandro Puliti na minsitre ya Congo ya ba Hydrocarbures, Jean-Marc Thystere Tchicaya oyo alimboli ete esengeli terminal ya pétrole ya Ndjebo (na Pointe-Noire) ezonga mobimba na maboko ma Congo le 18 novembre. ""Elingi koloba ete terminal eye esalelamaki na bokambami bwa consortium Total E&P Congo, misolo minso mitiamaki, misala minso msalamaki, ekozwama"" (na mbulamatari ya Congo Brazzaville), elimboli ministre Tchicaya. ""Kobanda le 18 novembre, terminal wana ekozala na 100% ya Ekolo Congo. Elingi koloba ete na bonsomi bonso, Congo ezali na makoki ya komituna nini ya malamu kosala, mpe lisusu nini ezali malamu mpo na mboka mpe komema nkwokoso te lisanga nyonso ya ba sociétés basalaka na terminal yango mpe babimisaka mbuma na ekolo Congo. Ndenge nini kosala mpo ete manso mazala na alima mpe terminal eye ekoba na kobimisa pétrole mpe bolamu ya mboka eyeba na komonana, mpe mingi kokoma malamu koleka oyo ezalaki kosalema,"" ebakisi ministre Tchikaya. Limpinga lyoko lya bayi Congo-Brazzaville lizala na mosala wuto sanza mingi mpo kokoma mikanda, kobongisa masolo na bato banso basala mabi ma pétrole na ntina ya kobongisa maye ekolo Congo ekosala na terminal eye. ENI SA ezali copmagnie ya Italie, ekelama wuto 1953 mpe elukaka, etalaka mpe ezwa pétrole. Esalaka mosala na Congo-Brazzaville wuto mwa mibu. Ministre Tchikaya ayebisi ete masolo na président Sassou mazalaki mpo na kotala ndenge nini ENI ekoki kotia mosolo mpo na kosalela pétrole kino 2021."
