category	headline	text
business	Chizvarwa cheZimbabwe Chiri muAmerica, VaNdenda, Vobata Pamwe neMasangano Akawanda muKusimudzira Vechidiki neNharaunda kuZimbabwe	Muchirongwa chedu chatinotarisa zviri kuitwa nevana veZimbabwe vari kunze kwenyika, svondo rino tine hurukuro naVaInnocent Ndenda vari mudunhu reTexas muAmerica asi vachibva kuHwedza mudunhu reMashonaland East. VaNdenda, avo vakaenda kuAmerica muna 2016, vanoti kunyange hazvo vachishanda samaneja pane imwe kambani kwakare kuTexas, vakaramba vachienderera mberi nemabasa avo avaiita vachiri kumusha, ekubatsira vanoshaya pamwe nekusimudzira nharaunda yavanobva. Pari zvino vanoti vari kushanda nemasangano matatu anoti reMubatirapamwe Trust, iro rinobatsira vanenge vachishandisa zvinodhaka, reMakoni North District Association, rakanangana nenyaya dzebudiriro, pamwe nereGlobal Exchange Program, iro rinobatanidza vanhu vanobva kunyika dzakasiyanasiyana. VaNdenda vanoti shuviro yavo ndeyekuona vana veZimbabwe vachiisa misoro pamwe vosiyana nehumbimbindoga, vachiti chose chinezwi rekuti kubatana chinobudirira. Vanoti ivowo vane shuviro yekuti vange vachizorangarirwawo mune remangwana semunhu akabatsira mukushanda nevamwe kubatanidza vanhu kuti vavandudze magariro avo. No media source currently available 
business	Mutungamiri weNamibia, VaHage Geingob, Vanovhura ZITF Vachikurudzira Kudyidzana kweZimbabwe neNamibia	"Mutungamiri weNamibia, VaHage Geingob, vanoti kudyidzana pakati peNamibia neZimbabwe munyaya dzemabhizimisi kwakaderera vachiti kudyidzana uku kunofanirwa kukwira. Vachivhura ZITF yegore rino zviri pamutemo, VaGeingob vati mugore rapfuura Namibia yakatenga kubva kuZimbabwe zvinhu zvemari inosvika mamiriyoni makumi maviri nemana emadhora. Vati kudyidzana pakati peNamibia neZimbabwe uye pakati penyika dzemuAfrica kunofanirwa kukwira vachiti kuita izvi kunobatsirawo kusimudzira hupfumi henyika idzi. VaGeingob vati Namibia ichiri yakatarisana nedambudziko munyaya yekugovewa kweivhu vakati nyika yavo inogona kudzidza zvakawanda kubva mukugadziriswa kwakaitwa nyaya iyi muZimbabwe vachiti kugadzirisa nyaya iyi kunobatsira kurwisa hurombo hune veruzhinji. Vati hurmende yavo yakatanga chirongwa chavakati ""Harambe"" senzira yekurwisa hurombo uye kusimudzira hupenyu hweveruzhinji munyika mavo. VaGeingob vati vemakambani vanofanirwa kuita zvemabhizimisi vasina kungonangana nekuwana mari chete, asi kubatsirawo kurwisa hurombo. Vasati vatura mashoko avo, VaGeingob vamboshanyira nzvimbo dzakasiyana-siyana muZITF pamwe nemutungamiri wenyika, VaRobert Mugabe, vachiona zviri kuratidzwa pachirongwa ichi. Nyika gumi neina chete ndidzo dzange dziine makambani adzo achiratidza zvigadzirwa paZITF yegore rino. No media source currently available "
business	Zimbabwe Inonyorerana Chibvumirano neKambani yeKunze Kuti Ishambadze Marasha	Hurumende yanyorerana chibvumirano neimwe kambani yekunze kwenyika kuitira kuti ibatsirwe mukutengesa marasha kunyika dzakaita seIndia neJapan. Vachitaura pakunyoreranwa kwechibvumirano ichi ne Victoria Consulting, gurukota rinoona nezvezvicherwa, VaWinston Chitando, vati donzvo rehurumende nderekuti nyika iwanirwe kwekutengesera marasha kuIndia uye kuitira kuti iwane mari yekushandisa mukuchera marasha aya. VaChitando vati Zimbabwe inofungidzirwa kuti ine marasha anosvika mabhiriyoni makumi maviri nemashanu ematani asi pagore kuri kucherwa matani ari pakati pemamiriyoni maviri nemamiriyoni matatu. VaChitando vatiwo India ndiyo inotenga marasha akawanda pagore zvichienzaniswa nedzimwe nyika. Vachitaura pamusangano mumweyo, mutungamiriri wenyika, VaEmmerson Mnangagwa, vati Zimbabwe inofanirwa kutora mukana wekudyidzana wakanaka uripo pakati payo neIndia. Studio7 haina kukwanisa kuziva kuti kambani yeVictoria Consulting yakamboshanda nenyika dzipi, uye kuti vakuru vayo ndivanani. Asi vaimbove mutevedzeri wegurukota rezvezvicherwa muhurumende yemubatanidzwa, VaGift Chimanikire, vati havaoni kuti zvakanaka kuti Zimbabwe itsvage misika yekutengesera marasha kunze kwenyika, ipo pari zvino kusiri kucherwa marasha anokwana munyika. Nyanzvi mune zvehupfumi, VaNyasha Muchichwa, vatiwo havaoni zvakakosha kuti Zimbabwe itsvake kambani yekunze inonotsvakira Zimbabwe misika yemarasha. VaMuchichwa vatiwo zviri nani kuti kushandiswe hukama hwagara huripo nedzimwe nyika. Dandemudande rebazi rezvezvicherwa rinoti Zimbabwe ine marasha akanaka, uye ine nzvimbo makumi maviri nepfumbamwe dzine marasha. Makambani maviri chete munyika, Hwange Colliery neMakomo Resources, ndiwo ari kunyanyochera marasha. No media source currently available 
business	VaMasaraure Vanoti Havasi Kuzorega Kurwira Mihoro Yakakwana yeVarairidzi	Mutungamiriri wesangano rinomiririra varairidzi vekumaruwa, reAmalgamated Rural Teachers Union of Zimbabwe, VaObert Masaraure, avo vakapambwa nevanhu vatanhatu pakati pehusiku, vanoti vakarohwa zvakaipisisa, uye vakatorerwa mbatya dzavainge vakapfeka. VaMasaraure vanoti vakakuvadzwa mumusoro, kumusana, maoko nemakumbo, vachiti vamwe vevanhu vakavapamba ndevamwe vechikwata chakambovapamba muna Ndira gore rino, vachiti izvi hazvisi kuzovadzorerwa sure mukurwira kodzero dzevarairiridzi. VaMasaraure vanoti hurumende yave kutora vanorwira kodzero dzevashandi sevavengi vachiti hapana anoda kupidigura hurumende asi kuti vanhu vanoda kuti vakwanise kuriritira mhuri dzavo. VaMasaraure vaudza Studio7 kuti vaudzwa navana chiremba kuti vambozorora kuenda kubasa. Hatina kukwanisa kubata mutauriri wemapurisa, VaPaul Nyathi, kuti tinzwe pamire hurumende panyaya yekupambwa kwava Masaraure sezvo vanga vasingadaire nharembozha yavo. No media source currently available 
business	Rimwe Sangano reVarimi Rotsigira Hurongwa hweKubhadhara Vachena Vakatorerwa Minda	Rimwe sangano revarimi reZimbabwe Farmers Union (ZFU), rinoti rinotambira nemufaro hurongwa hwehurumende hwekuti varimi vatema vari mumapurazi akatorerwa vachena vabhadhare mitero ichashandiswa mukuripa vachena ava budiriro dzavakanga vaita pamapurazi avo. Mukuru weZFU, VaPaul Zakariya vanoti kubhadhara zvivakwa nebudiriro zvakasiya zvaitwa nevachena ava kunopa varimi vechitema ava chiremera chekuti vakabhadhara zvavari kushandisa, kwete kuti vakaita zvekubvuta. “Handiona sekuti chingave chinhu chingaremera vanhu kuti vave ne ownership yakadzika pamusoro peminda yavanenge vachishandisa. Idanho rinokwanisa kuti ritipe chiremera munharaunda yatinogara uyewo nepasi rose kuti vakanga varipo paminda iyoyo vakabhadharwa,” VaZakariya vanodaro. VaZakariya vanoti kubhadhara kwavari kuita mari idzi kuburikidza nemitero iri kubhadhariswa varimi vakagariswa patsva ava hakusi kuti vari kutenga ivhu ravari kurima kwete. “Varimiri vanenge vachibhadhara zvivakwa nebudiriro dzakaitwa nevachena ava, kwete kuti tiri kutenga ivhu redu, kwete.” Mukutanga kwemwedzi uno gurukota rezveupfumi VaPatrick Chinamasa vakazivisa kuti hurumende yakanga yave kutanga kuita ongororo mumapurazi kuti ione kukosha kwakaita budiriro dzakasiiwa nevachena vakatorerwa mapurazi ava. Vakati izvi ndizvo zvinozovapa ruzivo rwekuti murimi oga oga obhadhara marii, uye murimi wechichena akabviswa papurazi apa anozopiwawo marii. Kutanga muna 2000, vachena vanodarika zviuru zvina vanonzi vakabviswa zvine chisimba pamapurazi avo achipiwa kune vatema, asi minda mizhinji yakararira nekuda kwekushaiwa zvikwanisiro kwevarimi vatsva ava. No media source currently available 
health	Vanhu Vashanu Vopora Kubva kuCoronavirus muBulawayo	Bazi rezvehutano rinoti huwandu hwevanhu vabatwa nechirwere checoronavirus muZimbabwe hwasvika pamakumi mashanu nevatanhatu kuti 56. Asi vamwe vanhu vashanu kuBulawayo vapora kubva kuhutachiona uhu zvichireva kuti munyika yose vanhu makumi maviri nevatu vapora. Vanhu vafa vachiri vana. Vanhu vari kurwara makumi maviri nevapfumbamwe kana kuti 29. Asi nyanzvi munyaya dzeezvehutano dziri kuyambira kuti kushaikwa kwezvikwanisiro zvekuvheneka vanhu vane chirwere ichi kana kuti matest kits kunoreva kuti vanhu vanoona kunge vari kuparadzira chirwere ichi vasingazive nekuti kue vamwe vanhu vanogona kunge vasingakosore kana kupisa muviri asi vachitapurira chirwere. Gurukuta rinoona nezvehutano Doctor Obadiah Moyo vakatenda kuti nyika yave kupererwa nezvekuvheneka vanhu. Vamwe vakabva kunze kwenyika vachimbochengetwa munzvimbo dzakasiyana siyana vanoti vave kunzi vabhadhare mari dzinodarika madhora makumi matanhatu nemashanu ekuAmerica kuti vavhenekwe hutachiona uhu. Asi munyori mukuru mubazi rezvekuburitswa kwemashoko VaNick Mangwana vanyora padandemutande ravo reTwitter kuti hurumende haibhadharose vanhu kunze kwekunga huri hurongwa hwavo vega. Mukuru musangano reCommunity Working Group on Health VaItai Rusike vanoti danho rehurumende rekuti vanhu vagare mudzimba pasina guva yakatarwa harisi kushanda. Zvichakadaro, mashoko atumirwa Studio 7 neAfrican Union achibva kuAfrica Centers for Disease Control and Prevention anoratidza kuti vanhu vanodarika zvuru zana kana kuti 100 000 vabatwa nechirwere checoronavirus muAfrica uye vashaya vadarika zvuru zvitatu nemazana maviri anemakumi mana nevatanhatu kana kuti 3.246. Vapora vanodarika zvuru zvina nezviviri kana kuti 42, 000 Huwandu hwevanhu vabatwa nechirwere checoronavirus pasi rose hwadarika mamiriyoni mashanu nezvuru mazana matatu kana kuti 5, 3 million. Johns Hopkins University yemuamerica iyo iri kuongorora kupararira kwechirwere ichi pasi rose inoti muAmerica ndimo mune vanhu vakawandisa vabatwa nechirwere ichi vadarika miriyoni imwe chete nezvuru mazana matanhatu kana kuti 1,6 million. Vanhu vafa muAmerica vave kuda kusvika pazvuru zana kana kuti 100 000. Pasi rose vanhu vafa nechirwere ichi vanodarika zvuru mazana matatu 300 000 asi vapora vachidarika mamiriyoni maviri kana kuti 2 million. No media source currently available 
health	Vanhu Gumi neVashanu (15) Vofa neCovid-19 neMugovera	Vanhu gumi nevashanu kana kuti 15 vakafa nechirwere cheCovid-19 munyika neMugovera vamwe mazana masere nenakumi matatu nevapfumbamwe kana kuti 839 vakabatwa nechirwere ichi. Vanhu vafa nechirwere ichi kubva zvachatanga kupararira vave mazana mana nemakumu masere nevatatu kana kuti 483. Vanhu vakabatwa nechirwere ichi kubva zvachatanga kuparira gore rapera vave zvuru makumi maviri nemazana mana ane makumi mapfumbamwe nemapfumbamwe kana kuti 20, 499. Vanhu vapora kubva kuchirwere ichi vave zviuru gumi bezviviri zvine mazana mana nemakumi matatu nevapfumbamwe kana kuti 12, 439 zvichitevera kupora kwevanhu mazana maviri nemamakumi mashanu nevashanu nezuro. Vanhu vachiri kurwara vanosvika zvuru zvinomwe nemazana mashanu ane makumi manomwe nevanomwe kana kuti 7, 577. Kunyangwe muHarare nemuBulawayo muri imo mune vanhu vakawandisa vari kurwara, huwandu hwevanhu vabatwa nechirwere ichi mumatunhu ose hwawedzera zvave kutyisa kana nyanzvi munyaya dzezvehutano. Mukuru mubazi rezvirwere zvekutapuriranwa Dr Portia Manangazira vanoti svondo rino hurumende iri kutarisira ongororo inobuditsa pachena kuti kufa nekubatwa kwevanhu nechirwere ichi kuri kukonzerwa nekamwe kamhando katsva kechirwere ichi kakabatwa kuSouth Africa neBritain uye kanzoni kanopararira zvakanyanya kana muvana. Zvichakadaro, mashoko atumirwa Studio 7 neAfrican Union achibva kuAfrica Centers for Disease Control and Prevention anoratidza kuti vanhu vanodarika mamiriyoni matatu kana kuti 3 million vabatwa nechirwere cheCovid-19 muAfrica. Vanhu vafa vasvika zviuru makumi manomwe nemaviri zvine zana nemakumi maviri nerimwe kana kuti 72,121. Vapora vadarika mamiriyoni maviri nezvuru mazana mana kana kuti 2,4 million. South Africa ndiyo ine vanhu vakawandisa vabatwa nekufa nechirwere ichi muAfrica. Dunhu reSADC ndirozve rine vanhu vakawandisa vabatwa nechirwere ichi vadarika miriyoni imwe chete nezviuru mazana matatu kana kuti 1,3 million. Huwandu hwevanhu vabatwa nechirwere checoronavirus pasi rose hwadarika mamiriyoni makumi masere nemapfumbamwe ane zviuru mazana manomwe kana kuti 89, 7 million. Johns Hopkins University yemuAmerica iyo iri kuongorora kupararira kwechirwere ichi pasi rose inoti muAmerica ndimo mune vanhu vakawandisa vabatwa nekufa nechirwere ichi. Vafa muAmerica vanodarika zvuru mazana matatu nemakumi manomwe nemaviri kana kuti 372, 000, vabatwa nechirwere ichi vachidarika mamiriyoni makumi maviri nemaviri kana kuti 22 miillion. Pasi rose, vanhu vafa nechirwere ichi vanodarika miriyoni imwe chete nezviuru mazana mapfumbamwe kana kuti 1, 9 million. Asi vapora pasi rose vapora vachidarika mamiriyoni makumi mana nemapfumbamwe ane zviuru zvisere kana kuti 49, 8 million.
health	Musangano weInternational AIDS Conference Wotanga muSouth Africa	Musangano wemazuva mashanu weInternational Aids Conference wakatanga muDurban South Africane musi weMuvhuro uye uchapera nemusi weChishanu. Musangano uyu uri kuzeya nyaya dzekudzivirira kupararira kwechirwere cheHIV/AIDS uye kuti potsvagwa sei mari yekuita izvi. Mutevedzeri wemutungamiri wenyika yeSouth Africa VaCyril Ramaphosa ndivo vavhura musangano uyu zviri pamutemo. VaRamaphosa vakurudzira nyika dzepasi rino nemasangano akazvipira kuti vabatane mukurwisa denda iri. Vamwe vanyarikani vari pamusangani uyu vanosanganisa munyori mukuru weUnited Nation VaBan Ki Moon, vatungamiri venyika dzemuAfrica, muimbi Elton John uye Nevanzi wamambo kana kuti Prince Harry vekuBritain. Musangano uyu wakarongwa nesangano reInternational Aids Society uye unounza pamwe chete nyanzvi dzinosvika zviuru gumi nenomwe kubva kunyika dzose dzepasi rino. Nyanzvi idzi dzinenge dzichiisa misoro pamwe chete kuti dzibatsirane kurwisa denda iri iro rauraya vanhu vanodarika mamiriyoni makumi matatu mumakore makumi matatu nemashanu. Vari kutungamira Zimbabwe kumusangano uyu igurukota rinoona nezvehutano Dr David Parirenyatwa avo vanoti Zimbabwe iri kuda kuvhara maburi ose angaite kuti vanhu vatsva vatapurirwe chirwere cheHIV. Zvimwe zvizvarwa zveZimbabwe zviri kumusangano uyu zvinosanganisirawo VaDaniel Molokele vanova mukuru wesangano reAIDS Accountability International avo vanoti Zimbabwe ichabatsirikana nekuve pamusangano uyu. Mashoko aya atsinhirwawo nasachigaro wesangano reZimbabwe Network for Positive Women Amai Martha Tolana vati kunze kwekunzwa zviri kuitwa nevamwe, nyika ichagovawo zvairi kuita. Sangano reUnited Nations rinoti rinoda kupedza mukondombera panosvika gore ra2030 uye panguva imwe cheteyo richiwanirawo vanhu mushonga. Asi UN inoti pachine mutambo sezvo paine vanhu vanodarika mamiriyoni makumi matatu vari kurarama nehutachiona pasi rose, vakawanda vari muAfrica. Vanhu vakawanda vanonziwo vari kutapurirwa chirwere ichi zvikuru kuNorth Africa, Middle East nekuRussia. KuRussia kunonzi nyaya iri kupa kuti chirwere chipararire kuramba kutambira nyaya dzechingochani. Asi vakawanda vanoita zvechingochani ava vanonzi vari kubatwa nechirwere ichi zvakanyanya. VaMolokele vanoti Zimbabwe inarowo dambudziko rekusada kupinza ngochani muzvirongwa zvayo. Imwe nyaya iri kupa kuti kurwisa chirwere ichi kunetse inyaya yekuti nyika dzemuAfrica nevanobatsira vave kusunga homwe. Muna Kubvumbi 2001 nyika dzemuAfrica dzakatenderana kuAbuja, Nigeria kuti mumabhajeti adzo dziise mari inosvika zvikamu gumi nezvishanu kubva muzana kunyaya dzezvehutano. Asi zvinonzi nyika imwe chete chete ndiyo yakwanisa kuzadzikisa zvido zveAbuja Declaration. VaMolokela vanoti izvi zvapa kuti kurwisa denda iri kunetse. Amai Martha Tolana vanotendawo kuti kushaya mari kuri kupa kupa kuti zvinhu zvikone n’anga murapwa achida. Kutapuriranwa kwechirwere muZimbabwe kwakadzika kubva pazvikamu gumi kubva muzana kusvika pazvikamu gumi nezvishanu kubva muzana. Asi zvinhu hazvina kumira zvakanaka sezvo Zimbabwe isina mari yakakwana yekubatsira vanorarama nehutachiona hweHIV/AIDS. Zimbabwe iri pachidanho chechishanu panyika dziri pamusoro soro muAfrica pachitariswa nyaya dzekupararira kwemukondombera. Vanhu vanosvika miriyoni imwe chete nezviuru mazana mana vari kurarama nehutachiona muZimbabwe. No media source currently available 
health	Sangano reSACU Rowanisa Nhengo Dzaro muAmerica Ruzivo Pamusoro peCovid-19	Sangano rinomirirra zvizvarwa zvekuchamhembe kweAfrica zvinogara munharaunda yeD.C, Maryland neVirginia, reSouthern African Community USA, nemusi weSvondo rakakokera hurukuro padandemutande pamusoro pedenda reCovid-19 senzira yekuti veruzhinji vanzwisise pamusoro pedenda iri uye kuti ringabatwa sei. Nhengo yebhodhi reSACU vachiona nezvekufambiswa kwemabasa musangano iri, Muzvare Omega Tawonezvi, vanoti sangano ravo rakatora danho iri kuitira kuti veruzhinji vawane ruzivo rwuzere pamusoro pedenda reCovid-19, iro rashungurudza pasi rose. Muzvare Tawonezvi vanoti kuti vanhu vanzwisise kukosha kwenzira dzekudzvirira nadzo pamwe nekurapa denda iri, vakakoka nyanzvi mbiri dzinoti chiremba vari nyanzvi yemishonga yechirungu Dr. Bukhosi Dube vanove chizvarwa chekuZimbabwe, pamwe nemumwe godobori wemishonga yechivanhu anobva kuSouth Africa kuti vatsanangurire veruzhinji pamwe nekupindura mibvunzo yaive nevanhu. Vamwe vakataurawo pamusangano uyu vanhu vaakapona kubva kudenda iri avo vakagoverawo kune vamwe nzira dzavakashandisa mukurwisana nedenda reCovid-19. Sangano reSouthern African Community USA rinoshandawo nemakanzuru pamwe nehurumende dzematunhu mukubatsira zvizvarwa zvekuAfrica muzvirongwa zvakasiyanasiyana zvinosanganisira zvehutano nezvehupfumi. Muzvare Tawonezi vanoti sangano ravo rine hurongwa hwekuita mimwe misangano nenhaurwa pamusoro pedenda reCovid-19 senzira yekupa ruzivo nedzidziso kunhengo dzavo. No media source currently available 
health	Vanhu Voshushikana neKuwanda kweVanhu Vari Kubatwa neCovid-19 Munyika	Vanhu vakawanda munyika vari kushushikana zvikuru nekukwira kuri kuita huwandu hwevanhu vari kubatwa nechirwere cheCovid-19. Vanhu vakawanda vataura neStuduio7 kuChiredzi vanoti huwandu huri kubudiswa hwevanhu vari kubatwa neCovid-19 kwemazuva mana apfuura huri kuvatyisa sezvo guta iri raramba riri roga rine vanhu vakawanda vari kubatwa nechirwere ichi zvichienzaniswa nemamwe maguta mudunhu rose reMasvingo. Dzimwe nzvimbo mudunhu reMasvingo dziri kubuda dzisina kana munhu\nmumwe chete anobatwa nechirwere ichi panoongororwa vanhu zuva nezuva. Musi wechipiri 8 Chikumi pavanhu gumi nemumwe vakawanikwa vaine\nchirwere ichi mudunhu rose reMasvingo, vapfumbamwe vaiva vekuChiredzi\nvaviri vari vemudhorobha reMasvingo. Musi weChitatu 9 Chikumi, pavanhu gumi nevapfumbamwe vakabatwa neCovid-19 mudunhu rose, vese vaiva vekuChiredzi uye nezuro musi wa 10 Chikumi, vanhu vapfumbamwe vakabatwa nechirwere ichi vose ndeve kuChiredzi.\n\nMumwe mugari wemumusha weTsvovani, VaMalcom Mugodzwa, vanoti vave kutyira hupenyu hwavo.\n\nMumwewo mugari wemumusha wekwa Zava, VaTiyani Chauke, vanofunga kuti guta ravo riri pedyo nemazambuko ekuenda kunyika dze South Africa neMozambique uko vagari vanobira zvisiri pamutemo nekudaro vanogona\nkuuya nechirwere ichi.\n\nIzvi zvatsigirwawo naMuzvare Nyasha Sigauke vachiti ivo hurumende\ninofanira kuona kuti vanochengetedza mitemo vapinda mumisha\nyemudhorobah iri kuitirakuti vanhu vatevedzere zvisungo zvekuti chirwere\nichi chaisapararire.\n\nHurumende yati iri kushushikanawo nekukwira kuri kuita chirwere ichi\nmuChiredzi kunyange hazvo kusati kwave nemunhu arasikirwa nehupenyu.\n\nMukuru webasa mubazi rezvehutano muMasvingo, Dr Amedus Shamu, vanoti hurumende iri kuita tsvakurudzo yekuti ione kuti chi chiri kukonzera kukwira kwechirwere ichi muChiredzi. Asi mutauriri wekomiti yeCovid-19 Task Force muMasvingo, VaRodgers Irimayi, vati kukwira uku kuri kukonzerwa nevanhu vari kubva kwakasiyana siyana vachinotsvaga mabasa ekukohwa nzimbe muminda yeTongaart Hullert nevamwe varimi. Hurumende yakazivisa nezuro kuti vanhu vana vakafa nechirwere cheCovid-19 munyika yese, uye vanhu makumi matanhatu nevana vakabatwa nechirwere ichi munyika. Vanhu vabatwa nechirwere munyika yose vave zviuru makumi matatu\nnezvipfumbamwe nemazana mana ane makumi mapfumbamwe nevatanhatu, 39 496. Vanhu vafa nechirwere ichi vava chiuru chimwe chete nemazana matanhatu nemakumi maviri nevatanhatu, 1 626. Vanhu mazana mashanu nemakumi matatu nevaviri vakaibawa nhomba\nyekutanga nezuro izvo zvakasvitsa huwandu hwevabaiwa nhomba yekutanga pamazana matanhatu nemakumi mapfumbamwe ezviuru nemazana mana nemakumi mashanu nevavviri 690 452. Vanhu zviuru zvina nemazana mapfumbamwe nemamkumi mapfumbamwe nemumwe chete 4 991 vakabaiwa homba yepiri nezuro, izvo zvakasvitsa\nvanhu vabaiwa nhomba yepiiri pa zviuru mazana matatu nemakumi mapfumambawe nezvipfumamwe nemakumi mashanu nevana, 399 054. Zimbabwe inoti ine hurongwa hwekubaya vanhu vanosvika mamiriyoni gumi, kana kuti zvikamu makumi matanhatu kubva muzana, 60%,\nzvevanhu vari munyika senzira yekudzivirira kupararira kwechirwere\ncheCovid-19. Kunyange hazvo Zimbabwe iine chirongwa ichi, nyanzvi munyaya dzehutano dzinoti kubaya vanhu mamiriyoni gumi kuchanetsa sezvo vanhu vakawanda vari kutadza kubayiwa nhomba yekutanga munzvimbo dzakawanda, sezvo nhomba idzi dziri kushaikwa mumatunhu akawanda munyika. Zvichakadaro, hurumende yeAmerica yazivisa kuti ichabatsira Zimbabwe nemari yekurwisa denda reCovid-19 inotangira pamamiriyoni makumi manomwe nemashanu emadhora kusvika pazana nemakumi\nmashanu emamiriyoni emadhora ekuAmerica. No media source currently available 
