category	headline	text
business	Virusi vya corona: Makubaliano ya kupunguza uzalishaji mafuta yafikiwa: Je hili litamaliza mvutano wa bei?	"Wazalishaji na washirika wa nchi zinazouza mafuta wamekubaliana kufikia makubaliano na kupunguza uzalishaji kote duniani kwa takriban asilimia 10 baada ya hitaji kupungua pakubwa kwasababu ya amri ya kusalia majumbani kama njia moja ya kukabiliana na virusi vya corona. Makubaliano hayo yaliyofikiwa Jumapili kupitia mkutano uliofanyika kwa njia ya video, ni ya kwanza kupunguza uzalishaji mkubwa wa mafuta ambayo hayajawahi kufikiwa siku za nyuma. Shirika la nchi zinazozalisha mafuta (OPEC) na washirika wake ikiwemo Urusi, lilitangaza mipango ya kufikia makubaliano hayo Aprili 9 ingawa Mexico haikuridhia ombi hilo. Opec bado haijatangaza rasmi makubaliano hayo lakini nchi husika zimethibitisha kuwa ziko tayari kwa mabadiliko. Kile kilichothibititshwa hadi kufikia sasa, ni kwamba wazalishaji hao na washirika wake watapunguza uzalishaji wa mapipa milioni 9.7 kwa siku. Jumatatu, Barani Asia bei ya mafuta ilipanda kwa zaidi ya dola 1 kwa pipa na kiwango cha mafuta ghafi cha asilimia 3.9 yakiuzwa kwa dola 32.71 kwa pipa huku Marekani asilimia 6.1 ikiuzwa kwa dola 24.15 kwa pipa. Hisa nchini Australia zilipanda kutoka asilimia 3.46 zikiongozwa na wauzaji wa mafuta lakini nchini Japani hisa za Nikkei 225 zilishuka kwa asilimia 1.35 kwasababu ya wasiwasi wa hitaji lililoshuka duniani kutokana na kusambaa kwa virusi vya corona. ""Makubaliano haya hayajawahi kufikiwa kabla kwasababu sio tu kati ya wazalishaji wa Opec na washirika wake… lakini pia na wauzaji wakubwa duniani ambao ni Marekani pamoja na nchi zingine za G-20 ambazo zimekubali kuunga mkono makubaliano hayo kwa kupunguza uzalishaji,"" Sandy Fielden, mkurugenzi wa utafiti wa mafuta katika kampuni ya Morningstar, ameiambia BBC. Rais wa Marekani Donald Trump na waziri wa nishati wa Kuwait Daktari Khaled Ali Mohammed al-Fadhel waliandika ujumbe kwenye mtandao wa Twitter, huku waziri wa kawi wa Saudi Arabia na Shirika la habari la Urusi linalomilikiwa na serikali (TASS) wakithibitisha makubaliano hayo Jumapili. ""Kwa uwezo wa Mungu na ungozi wa busara, juhudi na mazungumzo endelevu tangu alfajiri Ijumaa, sasa tunatangaza kufikiwa kwa makubaliano ya kihistoria ya kupunguza uzalishaji kwa takriban mapipa milioni 10 ya mafuta kutoka kwa nchi za wazalishaji wa mafuta OPEC kuanzia Mei Mosi, 2020,"" ameandika Dr al-Fadhel kwenye mtandao wa Twitter. Hitaji la mafuta kote duniani linakadiriwa kupungua kwa theluthi moja wakati ambapo zaidi ya watu bilioni tatu wanafuata amri ya kusalia ndani kwasababu ya mlipuko wa virusi vya corona. kabla ya hapo, mwezi Machi bei ya mafuta ilishuka vibaya baada ya nchi wazalishaji kushindwa kufikia makubaliano ya kupunguza uzalishaji. Mazungumzo ya awali yalipata pigo baada ya Urusi na Saudi Arabia kushindwa kuafikiana, lakini Aprili 2, bei za mafuta ziliongezeka baada ya Rais Trump kuashiria kwamba anatarajia nchi hizo mbili kumaliza mgogoro wao. Maelezo ya awali ya makubaliano hayo yaliyowekwa na Opec Ahamisi, yatafanya kundi la nchi wazalishaji na washirika wao kupunguza uzalishaji kwa mapipa milioni 10 kwa siku au asilimia 10 ya usambazaji kote duniani kuanzia Mei mosi. Uzalishaji wa mapipa mengine milioni 5 unatarajiwa kupungua kutoka kwa mataifa mengine yasio wanachama kama vile Marekani, Canada, Brazil na Norway. Inasemekana kwamba hatua hiyo itafanya uzalishaji kufikia kiwango cha mapipa milioni nane kwa siku kati ya Julai na Desemba. Kisha uzalishaji utapunguza tena hadi mapipa milioni 6 kati ya Januari 2021 na Aprili 2022. Mchambuzi wa masuala ya mafuta Gaurav Sharma ameiambia BBC kwamba makubaliano yaliyofikiwa Jumapili yalikuwa ya chini ikillinganishwa na mapipa milioni 10 yaliyofikiwa mwanzo siku ya Alhamisi. Mexico ilisita kufikia makubaliano hayo na kuchelewesha kutiwa saini. Kisha Ijumaa, Rais wa Mexico Andres Manuel Lopez Obrador alisema kwamba Bwana Trump alipendekeza kupunguza uzalishaji zaidi ya hapo kwa niaba yake jambo ambalo si kawaida kwa Rais wa Marekani ambaye kwa muda mrefu amekuwa akipinga Opec. Bwana Trump alisema Washington itasaidia Mexico lakini hakutoa maelezo ya kina kuhusu mpango huo. ""Sasa imejitokeza kwamba Mexico inatulizwa kutokana na msimamo wao ili kurejesha hali ya kawaida sokoni, na kusababisha mashaka zaidi kwa ahadi ya Marekani,"" Bwana Sharma amesema. ""Upunguzaji uzalishaji kwa Urusi na Saudi Arabia kwa mapipa milioni 2.5 kwa siku kutoka kiwango kilichokubalika cha mapipa milioni 11 kwa siku ni changamoto. Kwa kipindi kirefu 2019, Urusi ilionesha kutotimiza kwa kiwango kikubwa makubaliano ya awali ya kupunguza uzalishaji, Kwahiyo kuna uwezekano mkubwa hatua hiyo ikaishia kuwa tangazo tu sokoni."" Aliongeza kwamba kutabiri kupungua kwa hitaji kipindi kijacho ni jambo linaweza kutokea hata kufikia kupunguzwa kwa mapima milioni 18.5 kwa siku."
business	Uchumi wa China 'kuupiku ule wa Marekani kufikia 2028' kutokana na janga la corona	"Uchumi wa China utaupiku ule wa Marekani kufikia 2028 , miaka mitano mapema ya ilivyokadiriwa  ripoti imesema. Kituo cha kutafiti  uchumi na biashara kilicho na makao yake huko Uingereza CEBR  kilisema kuwa uwezo wa China kukabiliana na mlipuko wa virusi vya corona utaimarisha ukuaji wake ikilinganishwa na Marekani na Ulaya katika kipindi cha miaka ijayo. Wakati huohuo India inatarajiwa kuwa taifa la tatu lenye uchumi mkubwa duniani kufikia 2030. Kituo hicho cha CBR hutoa matokeo ya utafiti wake kila mwaka tarehe 26 mwezi Disemba. Ijapokuwa China ilikuwa nchi ya kwanza kuathiriwa na mlipuko wa virusi vya corona , ilifanikiwa kuudhibiti ugonjwa huo kupitia vitendo vyenye masharti makali ikimaanisha kwamba haikulazimika kusitisha kufunga baadhi ya maeneo na kufungua kama inavyofanyika barani Ulaya. Kutokana na hilo ikilinganishwa na mataifa mengine yenye uchumi mkubwa , imefanikiwa kuzuia mfumuko wa kiuchumi mwaka 2020 na badala yake taifa hilo linatarajiwa kukua kwa asilimia 2 mwaka huu. Uchumi wa Marekani umeathiriwa vibaya na virusi vya corona kulingana na takwimu. Zaidi ya watu 300,000 wamefariki nchini humo huku takriban watu milioni 18.5 wakiambukizwa . Uharibifu wa kiuchumi umezuiwa na sera za kifedha  pamoja na vichocheo vya kiuchumi , lakini tofauti za kisiasa kuhusu kiwango cha kifedha cha kuchochea uchumi huo huenda zikawawacha takriban Wamarekani milioni 14 bila ajira na marupurupu mwaka mpya. "" Kwa muda, mada kuu ya uchumi wa ulimwengu imekuwa mapambano ya kiuchumi kati ya Marekani na China, ""inasema ripoti ya CEBR. Janga la Covid-19 na uchumi unaolingana kwa kweli umesababisha China kufaidika zaidi na uhasama huo. Ripoti hiyo inasema kwamba baada ya kuimarika kufuatia kuisha kwa virusi vya Covid 19 , uchumi wa Marekani utakuwa kwa asilimia 1.9 kila mwaka kutoka 2022-24 na baadaye kupunguza kasi kwa asilimia 1.6% katika miaka itakayofuata. Kwa upande mwingine uchumi wa Wachina umedhamiriwa kukua kwa 5.7% kila mwaka hadi 2025, na 4.5% kila mwaka kutoka 2026-2030. Sehemu ya China ya uchumi wa dunia imepanda kutoka 3.6% mwaka 2000 hadi 17.8% sasa na nchi hiyo itakuwa na ""uchumi wa kipato cha juu"" ifikapo 2023, ripoti inasema. Uchumi wa China haunufaiki tu kwa kuwa na Covid-19 iliyodhibitiwa mapema, lakini pia kutengeneza sera mahsusi kulenga viwanda kama utengenezaji wa bidhaa za hali ya juu, alisema naibu mwenyekiti wa CEBR Douglas McWilliams ""Wanaonekana wanajaribu kuwa na udhibiti wa kati katika ngazi moja, lakini uchumi wa soko huria katika maeneo mengine,"" aliiambia BBC ""Na ni soko huria ambalo linawasaidia kusonga mbele haswa katika maeneo kama teknolojia."" Lakini wastani wa Wachina utasalia kuwa na watu masikini zaidi katika suala la kifedha kuliko Mmarekani wa kawaida hata baada ya China kuwa na uchumi mkubwa zaidi ulimwenguni, ikizingatiwa kuwa idadi ya Wachina ni kubwa mara nne."
business	Peru: Mbwa wasio na manyoya wanavyotumiwa kuimarisha utalii	"Jina la Sumac linamaanisha""kitu kizuri"" kwa lugha ya kinyumbani ya Peru, lakini ni bayana kuwa jina hilo halikaribiani na uzuri: kwa vyovyote. Ni mbwa anayefahamika kama ""perro peruano sin pelo"", asiye na manyoya kama mbwa wa kawaida mwenye ngozi iliyokunjana . Yeye na rafiki yake mwingine anajulikana kama , Munay, inayomaanisha ""kupendwa na kila mtu "", hutumia muda wao mwingi kuzurura katika milima ya jadi ya Huaca Pucllana mjini Lima. Hii ni kwa sababu miongo kadhaa iliopita kizazi cha mbwa hao kilikabiliwa na tisho la kuangamia. Lakini mwaka 2000 serikali ya Peru iliwatambua mbwa hao wenye ''upara'' kama sehemu ya utamaduni wa taifa hilo. Mwaka mmoja baadae ilitangaza angalau mmoja kati ya mbwa hao wataishi katika makavazi ya kiakiolojia yaliopo pwani ya Peru. Lengo alisema, mwanaakiolojia wa Huaca Pucllana, Mirella Ganoza, ni kudumisha sehemu ya utamaduni wa kale wa Waperu ili usitoweke kabisa. ""Kile tulichogundua ni kwamba tuna kitu ambacho ni chetu,"" alisema. ""Ni ishara ya utambulisho wetu."" 'Viumbe wa kishetani' Mbwa kama  Sumac na Munay mara kwa mara huwekwa kwenye michoro ya kipekee ya utamaduni wa jamii ya Inca, Moche, Wari na Chimu cultures, kuashiria kuwa wao ni mabingwa. Wafugaji wao huwaita ""mbwa washamba"" kwa sababu ni wachache na kizazi chao hakijawahi kubadilika licha ya kuwa duniani kwa maelfu ya miaka. Mfugaji mmoja aliongezea kuwa mbwa hao ni muhimu  ""kama Machu Picchu"" katika utamaduni wa Waperu. Walikua maarufu sana wakati walowezi wa Kihispania walipofika pwani ya Peru mwaka 1532 kabla ya wahispania hao kufuta utamaduni huo na Ukatoki. Walipowaona mbwa hao wasio na manyoya walisema wana sura mbaya na ya kunatisha- na kwamba wanastahili kuangamizwa. ""Wahispania walihisi ni ''mashetani'' na hivyo ndivyo walivyo tambuliwa na waumini wa Kanisa Katoliki ,"" Bi. Ganoza anasema. ""Waliamini mbwa hao walikuwa viumbe wa kiajabu kutokana na muonekano wao wa kustaajabisha."" Baada ya karne kadhaa mbwa hao walianza kutoweka, wengine walifariki na kizazi cha sasa cha jamii ya Peru hakina historia yao. Wachache waliosalia wamekuwa mbwa wa kuranda randa wasio na wenyewe huku wengine wao wakitelekezwa. Bi Ganoza anakumbuka alipokua mdogo aliambiwa ni ""perros chinos"", mbwa wa kichina walioletwa na wimbi la wahamiaji katika karne ya 19 na 20. Lakini mbwa hao walianza kuhifadhiwa miaka ya 1990 na vugu vugu la wanaharakati wa kitamaduni na hatimae mbwa hao ''perros peruanos sin pelo'' walianza walianza kufugwa manyumbani hali iliyofanya waanze tena kukubalika katika jamii. Wakati serikali ya Peru ilipoidhinisha sheria ya kuwa mbwa kama Sumac na Munay waishi katika makavazi ya kitaifa ya akiolojia maisha yao yalibadilika kabisa. Hadi wa leo mbwa hao wanaenziwa sana kote nchini Peru. Nchi hiyo imebuni kamati ya kitaifa ya kulinda mbwa hao wa kipekee na iliyopendekeza kila tarehe 12 mwezi Juni- iwe siku ya kitaifa yakusherehekea mbwa wa Kiperu wasio na manyoya. Sumac na Munay wanatumiwa kama kivutio cha watalii"
business	Taswira ya soko la kahawa inavyobadilika Tanzania	Zao la Kahawa nchini Tanzania limeendelea kuwa kwenye nafasi ya juu zaidi katika soko la dunia, ikiwa ni nchi ya nne barani Afrika huku Ethiopia ambaye ndio mzalishaji na muuzaji mkubwa katika bara hilo, kwa kipindi cha miaka 20.
business	Nchi 10 tajiri zaidi barani Afrika	Bara la Afrika linatajwa kuwa maskini zaidi duniani, huku umaskini wa bara hilo ukichangiwa na hali ya uchumi kuyumba, ukosefu wa usalama, ufisadi, vita vya wenyewe kwa wenyewe na vitendo vya kigaidi katika bara hilo. Shirika la Fedha Duniani IMF na Benki ya Dunia, katika ripoti ya pamoja iliyochapishwa mwishoni mwa 2021, zimetangaza nchi 10 tajiri zaidi barani Afrika. Misri imekuwa nchi ya kwanza barani Afrika kuwa na ukuaji wa juu wa uchumi  kulingana na ripoti hiyo. Mapato ya kila mwaka ya Misri ni $1.38 trilioni. Misri ina jumla ya watu milioni 102, na nchi hiyo inategemea kilimo, uchimbaji madini na utalii. Nigeria, ambayo ni ya pili  kwa utajiri  barani Afrika, ina pato la taifa la dola trilioni 1.14.\nNigeria ina jumla ya watu milioni 206.1, ikiifanya kuwa nchi yenye watu wengi zaidi Afrika \nUchumi wa Nigeria unategemea mafuta na kilimo. Afrika Kusini, ambayo ni nchi tajiri zaidi barani Afrika, inaorodheshwa ya tatu ikiwa na pato la taifa (GDP), inayofikia dola bilioni 861.93 kwa mwaka. Nchi hiyo ina watu 59,899,576, uchumi wake unategemea madini , hususan dhahabu  na mali asili nyingine. Algeria ni nchi ya tatu tajiri  zaidi barani Afrika, na pato la taifa  (GDP) ni dola bilioni 532.57. Nchi hiyo ina watu 44,911,520 na uchumi wake unategemea mafuta na gesi asilia inayouzwa nje ya nchi. Morocco, ambayo iko Afrika Kaskazini na inashikilia  nafasi ya nne kati ya nchi 10 tajiri zaidi barani Afrika na Pato la Taifa (GDP) la nchi hiyo ni dola bilioni 302.77. Nchi hiyo  ina wakazi 37,462,423 na uchumi wake unategemea kilimo, madini na utalii. Ethiopia, ambayo iko Afrika Mashariki na kushika nafasi ya sita kati ya nchi tajiri zaidi barani Afrika, ina Pato la Taifa la $298.57 bilioni kwa mwaka. Ethiopia ina wakazi milioni 115 na uchumi wake unategemea Kilimo . Kenya, ambayo inapatikana eneo la Afrika Mashariki na imeorodheshwa ya saba miongoni mwa kumi tajiri zaidi barani Afrika, ina Pato la Taifa la kila mwaka la $269.29 bilioni.  Kenya ina watu 54,039,625, na uchumi wake unategemea kilimo, utalii na biashara. Angola, ambayo iko eneo la kati mwa Afrika, inaorodheshwa ya nane miongoni mwa nchi kumi tajiri zaidi barani Afrika. Ina Pato la Taifa la kila mwaka la bilioni 217.97 za Kimarekani. Angola ina jumla ya watu 35,601,398, na uchumi wake  unategemea mafuta na madini. Ghana, ambayo ipo magharibi mwa Afrika inaorodheshwa ya tisa miongoni mwa nchi 10 tajiri zaidi  katika bara la Afrika ina jumla ya  pato la dola bilioni 193.63 kwa mwaka. Ghana ina watu 33,483,283, na uchumi wake unategema uzalishaji wa viwanda kama vili teknolojia na uchukuzi. Hatimaye, Sudan, ambayo ipo katika eneo la Afrika Mashariki, inaorodheshwa ya 10 miongoni mwa nchi tajiri barani Afrika, ikiwa na pato la taifa la dola bilioni 189.87 za Kimarekani kwa mwaka. Sudan ina watu 46,888,316, na uchumi wake unategemea mafuta na kilimo. Ripoti  hiyo ilisema kuwa bara la Afrika lina mali asili nyingi, lakini nchi katika bara hilo zinatumia mali hizo kuzua vita, ufisadi na misukosuko ya kisiasa ambayo imechangia masuala haya.
entertainment	Toni-Ann Singh: Malkia wa urembo wa Jamaica ashinda taji la Miss World 2019	Toni-Ann Singh amejishindia taji la 69 la shindano la malkia wa urembo la Miss World. Ni mara ya kwanza katika historia kwamba mwanamke mweusi anamiliki mataji ya Miss USA, Miss Teen USA, Miss America, Miss Universe na Miss World. Mwanamke huyo mwenye umri wa miaka 23 ni mzaliwa wa eneo la St Thomas nchini Jamaica na anapanga kusomea utabibu na kuwa daktari. Alituma ujumbe wa twitter siku ya Jumamosi  akisema: ''Tafadhali mujue kwamba muna thamani na uwezo wa kuafikia ndoto zenu ....muna malengo''. Toni-Ann aliwafurahisha majaji katika hafla hiyo mjini London baada ya kuimba wimbo wa Whitney Houston ' I Have Nothing', na kujibu maswali tofauti. Alisema: ''Hii ni kama ndoto, nimeshukuru sana. Chochote kile munachokiona ndani yangu, ahsanteni, niko tayari kuanza kazi''. Aliwashinda wagombea wengine 111 wa taji hilo waliokuwa wakiwakilisha mataifa yao, na kuwa mshindi wa nne wa Jamaica tangu shindano hilo lizinduliwe. Alipoulizwa na jaji Piers Morgan iwapo angependelea kuwa mwimbaji, alisema:  Iwapo milango itafunguliwa nitaingia. Waliochukua nafasi ya pili walishirikisha Ophely Mezino kutoka Ufaransa na Suman Rao kutoka India. Kitu kimoja kilichovutia hisia za watu mitandaoni ni jinsi malkia wa urembo wa Nigeria alivyotoa hisia zake kufuatia ushindi wa Toni-Ann. Nyekachi Douglas, ambaye alikuwa katika nafasi ya tano alirukaruka na kupiga kelele na furaha wakati mshindi alipotangazwa.
entertainment	Shakira ndiye nyota wa hivi karibuni kuuza haki za nyimbo zake	Shakira amekuwa msanii wa hivi karibuni kuuza haki za muziki wake kwa kitita cha mamilioni ya dola. Nyimbo zake zote 145, pamoja na Hips dont Lie, Whenever, Wherever, na She Wolf, zimejumuishwa kwenye mpango huo. Nyimbo hizo zilimfanya msanii wa kike wa Kilatini aliyeuza  rekodi nyigi zaidi ulimwenguni. Mkataba huo ni baina na kampuni ya Hipgnosis, ambao pia hivi karibuni walipata haki za muziki za mwanamziki Blondie na Neil Young.
entertainment	Will Perry: 'Nimechoka kuchekwa kila siku'	"Will Perry, muogeleaji aliyewakilisha Uingereza katika michezo ya Olimpiki ya walemavu ,anasema ""amechoka’’ kuchekelewa kwa sababu ya kimo chake kifupi. Anakabiliwa na hali inayojulikana kama achondroplasia na anasema watu kama yeye mara nyingi huchukuliwa video au kudhihakiwa mtaani. Perry mwenye umri wa miaka 21 anatoa wito kwa watu kuwawajibisha wale wanaofanya hivyo."
entertainment	Akaunti za waigizaji wa ngono zaondolewa Instagram	Mamia ya akaunti za waigizaji wa filamu za ngono zimetolewa katika mtandao wa Instagram mwaka huu, huku wengi wakisema watu hao wako katika hadhi tofauti kuliko nyota wa kawaida. Mtandao huo umedai akaunti hizo huchapisha maswala yaliyo kinyume cha sheria za mtandao huo.
entertainment	"Caitríona Lagan: ""Nacheza vyombo vyote katika bendi yangu ya muziki ya Ireland"""	Caitríona Lagan alianza kuweka mtandaoni video zake akicheza ala tano za muziki - banjo, mandolin, fiddle, guitar na mandola – kwa pamoja, wakati wa Lockdown. Msichana huyo mwenye umri wa miaka 15 kutoka Londonderry, Kaskazini mwa Ireland,alikuwa akitarajia video zake zitawafurahisha watu wakati wa janga la corona na zimepokelewa vizuri.
