business	Parquet ezongisi passeport mpe $30.000 ya DG ya Access Bank eye APLC ezwaki	"Passeport mpe $30.000 ya DG ya Access ezongisami ena mokano ya Procureur général, elobi banque eye na liyebisi, kati na nungu nungu etali bosukoli misolo mpe botindi yango na badongolomeso. Samedi, mokambi ya APLC oyo basali baye bazwaki misolo miye, atikamaki na bongami na likambo lyango. Access Bank ellobi ete mokambi na yango ayonoli mbala mingi na mituna ya bayi bosembo mpo na likambo ya kosokola misolo (blanchiment d’argent) mpe kotinda yango na badongoleso eye afundamaki na yango.  ""Mpo etali bolukiluki bozali kosalema likolo na nungu nungu etali kosokola misolo, banque endimaki kosala na bosolo manso bureau ya Procureur général esengaki mpe epesaki mikanda minso mpo na kolakisa ete eyebi likambo te mpe etosaka na molende maye Banque centrale ya Congo esengaka na ko bokongola misolo,"" ekomi Acces Bank na liyebisi. $30.000 yango ezongisamaki lundi le 21 décembre, elobi Access Bank. Basali ba APLC, agence présidence Félix Tshisekedi akelaki na koluka kosilisa kaniaka, bazwaki yango mposo moleki ntango bazalaki kosala enketi mpo na kaniaka. Samedi, mokambi ya APLC (Agence ya kopekisa mpe kobundisa kanika), Ghislain Kikangala atikamaki nsima na kongama vendredi mpo na lolenge bayi misala miye bazwaki misolo miye na passport ya DG ya Access Bank, Arinze Kenechukwu Oswachale, na enketi bazalaki kosala. Nungu nungu ebimaki mingi nsima na bililingi ya bozwi misolo miye mipanzanaki na ba réseaux sociaux. Mokambi ya APLC alobaki ete misolo myango mitindamaki na parquet mpe basali na agence eye basalaki kaka mosala na bango."	https://www.voalingala.com/a/parquet-ezongisi-passeport-mpe-30-000-ya-dg-ya-access-bank-eye-aplc-ezwaki/5709294.html
health	COVID19 : PM Ilunga asengi collectif budgétaire mpo misolo mizali kokoka te	"Ministre ya yambo ya Ekolo Congo Démocrqtique sylvestre Ilunga Ilunkamba na mbulamatari bakutani na bakambi ya parlement mpe basengi bango kotala ndenge ya kosala collectif budgétaire mpo COVID19 ememi nkwoso mingi. Ilunga Ilunkamba alobi ete mabongisi manso ya misolo mabebisami mpo COVID19 lokolsa nkita ya ekolo Congo democratique etalaka mingi libanda. ""Bongo tokotisaka ekiti. Yango toye kosolola na bakambi ya suku mibale ya parlement mpo na likambo lyango. Eza mpo na kotala ndenge kokoki kokende liboso mpe kolanda yango na ezaleli na biso ntango ya kobimisa misolo,"" eybisi na ba bapanzi sango M. Ilunga nsima na bokutani na ba kambi ya parlement. ""Esengeli totia na mitu ete budget oyo endimamaki tokokoka te kosalela yango mpo ba recettes ezali kolanda te na ngonga oyo, ba dépenses ezali kaka mingi lokola tobongisaki yango. Tosololi na mokambi ya Assemblée nationale mpe na mokambi ya Sénat mpo na kotala ndenge nini tokoki kosala na lobango collectif budgétaire na ntina na koyeba kolanda ndenge makambo mazali kokende lelo,"" elimboli M. Ilunga. Budget ya RDC ezalaki mpo na mbala ya yambo pene na 10 milliards $. Lokola na mokili mobimba, misala mingi mikangami na RDC mpo na kobekisa bopanzani bwa coronavirus ya sika (COVID19). COVID19 ememi nkwokoso ya nkita na mokili mbimba. Banganga na boyebi bazali kobanga ete récession esalama mpe eleka ata dépression ya 1920. Misala mikangami na bisika ebele na mokili mobimba mpo na COVID19."	https://www.voalingala.com/a/covid19-pm-ilunga-asengi-collectif-budg%C3%A9taire-mpo-misolo-mikokota-te/5394029.html
sports	Hector Cuper alongolami bo’ entraineur ya ba Léopards	Hector Cuper alongolami bo’ entraineur ya ba Léopards ya Ekolo Congo démocratique nsima bokweyisami ya mibale ya Léopards lobi monete moko na mibale liboso lya Soudan na ba élimintaoires ya CAN 2023. Na mokanda akomeli coach ya ba Léopards, ministre ya Masano Serge Chekombe Nkonde apameli ye kozanga kopesa basani mayele mpe makasi makolonga. Mokano mwango mokweyi nsima na Léopards kopola match mibale ya yambo ya ba éliminatoires ya CAN Côte d’Ivoire 2023, ya yambo ezalaki mokolo mwa eyenga mongete moko na libungu tulu na Stade des martyrs na Kinshasa ntango Gabon ekaki na etando ya masano kaka ngonga moko yambo na kobeta. Hector Cuper akokaki mpe te kolekisa ba Leopards na Mondial ata bakomaki kino barrages eye bapobalaki na Maroc.	https://www.voalingala.com/a/6610246.html
sports	Tshisekedi ayambi ba Léopards bilombe ya basketball	Président Félix Tshisekedi ayambi basani ya basketball baye balongi édition ya yambo ya AfroCan, momekano mpo na baye babetaka na continent ya Afrika. Mokonzi ya mboka apesi bango longonya na komona nkeni misato eye bameli ye. Moko ya balongi ya lisamo liye, mosusu ya mosani oyo aleki malamu na momekano moye mpe na mosusu. Bakangaki mpe ba photos. Momekano yango mobetamaki na Bamako, na Mali. RDC elongaki Kenya 82-61 na finale. Yambo na yango elongaki Angola mpe Tchad.	https://www.voalingala.com/a/tshisekedi-ayambi-ba-l%C3%A9opards-ya-basketball/5027798.html
health	Bayi Rwanda bakimaki na ile Idjwi mpo na mangwele ma COVID-19 bazongisami na mboka na bango	Bayi Rwanda pene na nkama bakimaki na esanga to ile Idjwi mpo na koboya mangwele mboka na bango ezali kopesa na lotomo, bazongisama na Rwanda, elobi bakambi ya esanga Idjwi. Roger Ntabuka, mokambi ya chefferie Ntabuka alobi ete bayi Rwanda banso bakotaki na ndenge ya mayuya bamemami na mboka ya ngambo ya Rwanda. Bazalaki nkama moko na moko mpe baboyaki kozonga kasi bamemamki na kasi, ebakisi mokambi oyo. Na ngambo na yango, mbulamatari ya Rwanda elobi na liyebisi ete bato bakimaki mingi mpo na ntina ya bondimi na bango kasi bazongisami na boyokani na Ekolo Congo démocratique. Bakonzi ba Rwanda balaki kopesa bango mateya malamu mpo etali mangwele. Mokambi ya société civile na Idjwi, Esther Muratwa, ayebisaki AFP ete ezalaki bayi Rwanda 123.   	https://www.voalingala.com/a/bayi-rwanda-bakimaki-na-ile-idjwi-mpo-na-mangwele-ma-covid-19-bazongisami-na-mboka-na-bango/6395553.html
business	G20 endimi kotelemisa nyongo ya bikolo ya Afrika mobu moko	"Ba ministre ya Finances mpe ba banques centrales ya G20, lingomba ya bikolo ya bomengo mingi, bapesi ndingisa ete nyongo ya bikolo ya nkita moke to ya bobola etelamisama mobu moko likolo na bokono bwa coronavirus ya sika COVID19. ""Botelemisi bwa bofuti nyongo ebandi sik’oyo,"" elobi Mohammed al-Jadaan, ministre ya Finances ya Arabie Saoudite na vidéo-conférence nsima na bokutani ya G20. Ekolo Congo démocratique (RDC)p ezali kati na bikolo tuku minei ya Afrika biye bizwi mbano ya botelemisi kofuta nyongo yango. Ekozala 20 milliards ya ba dollars ekotikala na maboko ya bikolo ya bobola to ya nkita moke, eyebisi M. Mohammed al-Jadaan. FMI (Fonds monétaire international) elobi na liyebisi ete ezali mpo na kobatela bomoi mpe makoki ya ba millions ya bato ya mpasi na bikolo biye. G20 esengi misala minso mipesaka nyongo kolanda malako mango. FMI ekanisi ete coronavirus ya sika ekomema bokweyisami ya nkita (recession) ya makasi bosalama te wuto dépression ya mibu 30."	https://www.voalingala.com/a/g20-endimi-kotelemisa-nyongo-ya-bikolo-ya-afrika-mobu-moko/5373449.html
health	Jean-Marie Michel Mokoko akoti lopitalo	Opposant Jean-Marie Michel Mokoko oyo akatelamaki mibu 20 ya boloko na 2018 akoti lopitalo na Brazzaville mpo na azali maladi. Basambela baye basengi bobimisami bwa ye na boloko. Basembeli ba ye basangani na Amnesty International mpo na kosenga bobimisi bwa opposant oyo azali na mibu 73. Moko basambeli ba M. Mokoko alobi bazali kozela eyano ya test ya makila esalami mpo client na bango azali ya kolemba mingi mpe azali kolya te. M. Mokoko azalaki moko na baye bawelaki bokonzi na Denis Sassou N’Guesso na maponami ma 2016. Bazuzi bakatelaki M. Mokoko mibu 20 mya boloko nsima kofundama na koluka kokweyisa bokonzi mpe kozwama na minduki mwa mikolo nsima. M. Mokoko azalaki général na mampinga ya Congo-Brazzaville. Azalaki mpe ambassadeur na Centrafrique.	https://www.voalingala.com/a/jean-marie-michel-mokoko-akoti-lopitalo/5486518.html
business	Sassou asololi na bayi Italie ya ENI ntango Congo elingi kozwa terminal pétrolier ya Ndjeno na maboko	"Président Denis Sassou N’Guesso asololi na limpinga lya companie ya Italie ENI mpo na lolenge ya kokoba kozwa pétrole. Masolo mango masalami ntango esengeli Congo ezwa na maboko terminal pétrolier ya Ndjeno, na Pointe-Noire. Limpinga lyango limemamaki na bokutani bwango na DG ya ENI Alessandro Puliti na minsitre ya Congo ya ba Hydrocarbures, Jean-Marc Thystere Tchicaya oyo alimboli ete esengeli terminal ya pétrole ya Ndjebo (na Pointe-Noire) ezonga mobimba na maboko ma Congo le 18 novembre. ""Elingi koloba ete terminal eye esalelamaki na bokambami bwa consortium Total E&P Congo, misolo minso mitiamaki, misala minso msalamaki, ekozwama"" (na mbulamatari ya Congo Brazzaville), elimboli ministre Tchicaya. ""Kobanda le 18 novembre, terminal wana ekozala na 100% ya Ekolo Congo. Elingi koloba ete na bonsomi bonso, Congo ezali na makoki ya komituna nini ya malamu kosala, mpe lisusu nini ezali malamu mpo na mboka mpe komema nkwokoso te lisanga nyonso ya ba sociétés basalaka na terminal yango mpe babimisaka mbuma na ekolo Congo. Ndenge nini kosala mpo ete manso mazala na alima mpe terminal eye ekoba na kobimisa pétrole mpe bolamu ya mboka eyeba na komonana, mpe mingi kokoma malamu koleka oyo ezalaki kosalema,"" ebakisi ministre Tchikaya. Limpinga lyoko lya bayi Congo-Brazzaville lizala na mosala wuto sanza mingi mpo kokoma mikanda, kobongisa masolo na bato banso basala mabi ma pétrole na ntina ya kobongisa maye ekolo Congo ekosala na terminal eye. ENI SA ezali copmagnie ya Italie, ekelama wuto 1953 mpe elukaka, etalaka mpe ezwa pétrole. Esalaka mosala na Congo-Brazzaville wuto mwa mibu. Ministre Tchikaya ayebisi ete masolo na président Sassou mazalaki mpo na kotala ndenge nini ENI ekoki kotia mosolo mpo na kosalela pétrole kino 2021."	https://www.voalingala.com/a/sassou-asololi-na-bayi-italie-ya-eni-ntango-congo-elingi-kozwa-terminal-p%C3%A9trolier-ya-ndjeno-na-maboko/5605206.html
politics	Pene na 10.000 bakimi bitumba ya Soudan du Sud bakomi na Aru	Bakimi bitumba na mboka Soudan du Sud bazali kokoba kokota na RDC, eyebisi mokambi ya HCR. Pene na 100.000 bakimi bitumba ya Soudan ya ngele bamonisami na Aru, na etuka ya Haut Uele. Bana ya Soudan baye bazali kokima bitumba kati na mampinga ya ekolo na bango na batomboki ya Front national du Salut (FNS), lingomba liye liboyi boyokani ya septembre eleki kati na president Salva Kirr mpe motelemeli mwa ye Riek Machar. Bakima bitumba baye bazali na mpasi, bazali kolala na biteyelo mpe libanda.	https://www.voalingala.com/a/pene-na-10-000-bakimi-bitumba-ya-soudan-du-sud-bakomi-na-aru/4917171.html
business	Siège APPO ezongi na Brazzaville	APPO (Organisation des producteurs de pétrole africains) ezongeli siège na yango na Brazzaville, nsima na botiami manzaka ya mabongisi maye na mbulamatari ya Congo-Brazzaville. Siège yango elongwe na Abuja, na Nigeria, epayi ezalaki mpo mwa ntango. Brazzaville nde ezalaka siège permanant na yango kasi bayi APPO balongolaki yango na ntinga ya kopesa nzela na mbulamatari ya Congo-Brazzaville kopesa makoki ya mosala na misala miye. Mokano ya kozongisa APPO na Brazzaville ezwamaki na likita lya mbala 38 na juin na Abuja. Jean-Claude Gakosso, ministre ya Mambi ma mboka ya bapaya, alaki ete mbala oyo mbulamatari ya Congo-Brazzaville nde epesi makoki manso masengeli na APPO mpe basali na yango. Kalaka mokonzi ya APPO, Dr. Omar Farouk Ibrahim, akebisi bikolo bya Afrika bizelaka kaka makoki kouwta na pétrole mpo kolanda COOP21, ba companies ekoki misolo myango na misal mya pétrole/ Botiami manzaka ya mbala ya yambo ya accord-siëge bosalamaki le 7 mars 1990 mpo Brazzaville ezali esika ndako ya APPO ekozalaka.	https://www.voalingala.com/a/si%C3%A8ge-appo-ezongi-na-brazzaville/5658630.html
