entertainment	Opeyemi Ayeola: Gbàjúmọ̀ òṣèré tíátà sọ̀rọ̀ sókè lórí ìlera rẹ̀, ó ní Ọlọ́run ló kó òun yọ	Awọn agba bọ wọn ni a kii ro kadun, ko sisi ẹni ti kii rẹ, se kẹnimani ara ko si, apọju rẹ ni ko sunwọn. Gbajumọ oṣere tiata, Ọpẹyẹmi Ayeọla ti sọrọ sita lori ilera rẹ ati ipenija ti o n koju lori aisan to da a wolẹ ninu fidio kan to gbe soju opo ayelujara rẹ. Ọpẹyẹmi Ayeọla ṣalaye loju opo Instagram rẹ pe, ọwọ rere ni ọdun 2022 fi bẹrẹ fun oun pẹlu oniruuru idokoowo to dantọ, ipe sawọn iṣẹ tiata loriṣiriṣi atawọn iṣẹ to mowo dani miran bẹẹ. Amọṣa o ni oṣu keji n sun kẹrẹkẹrẹ wọle ni ipenija ilera de ba oun, ki Eleduwa to mu oun bori. Nigba to n ohun to se to fi di ero ile iwosan, osere tiata naa ni lojiji ni esu gbe ise rẹ de, ti aisan naa si wọle wa. Amọ o ni oun dupẹ lọwọ Ọlọrun to da si isẹlẹ naa, to si fun oun ni isẹgun ati idapada ilera oun. O wa n kan saara si Oluwa ti o seun lori ilera rẹ naa, to si ni ko maa jọba lọ ninu aye oun nitori Ọlọrun ti kii se eniyan ni. Ni kete ti ara le pada yii ni osere tiata naa n fi ẹmi imoore rẹ han si awọn eeyan to duro ti i, lasiko ti oju ogun le, ti aisan si da wolẹ. Ko ṣai dupẹ lọwọ iya rẹ, ọkọ rẹ, awọn ọmọ atawọn mọlẹbi rẹ gbogbo, titi kan awọn akẹgbẹ rẹ lẹnu iṣẹ tiata fun aduroti wọn. Bi ẹ ko ba ni gbagbe, ni nnkan bii oṣu kẹrin si ikarun ọdun 2021 ni iroyin kan pe, ara gbajumọ oṣere yii ko ya, o ṣi ogun lo fun ara rẹ ti o si daku rangbọdan. Opeyemi Aiyeola, tii se ẹni ọdun mẹrinlelogoji, jẹ gbajumọ osere tiata ni ede Yoruba, to si tun jẹ oludari ere pẹlu. Ọdun 1998 lo darapọ mọ ere tiata, ọmọ bibi ilu Sagamu nipinlẹ Ogun nii se, amọ ilu Eko lo gbe dagba. Ọmọ mẹta ni awọn obi Opeyemi bi, osu si ni ọmọ keji. O se igbeyawo pẹlu ọkọ rẹ, Babatunde Olayiwola Owolomose, ti Ọba oke si fi ọmọkunrin meji ta wọn lọrẹ. Gbajumọ osere tiata naa si ti gba ọpọ ami ẹyẹ nidi isẹ tiata, to si n gbe ni Amẹrika pẹlu ọkọ rẹ.	https://www.bbc.com/yoruba/afrika-60314774
religion	Adeboye: Ìkìlọ̀ mẹ́ta tí àgbà ìjọ fi síta nínú ìwàásù f'áwọn Pásítọ̀ ọ̀dọ́	Oju opo Twitter ti n gbana lati nnkan bi wakati melo kan. Kii ṣe nitori pe olorin kan tabi elere idaraya kan sọ ọrọ to mu awuyeyewuye wa bi kii ṣe pe ọrọ iwaasu lati ẹnu woli agba kan lo n mu iriwisi orisirisi wa. Pasito Enoch Adeboye ti ijọ Redeem lorileede Naijiria ki ṣe aimọ foloko. Ti o ba sọrọ, pupọ ninu awọn ọmọ ijọ rẹ lo ma n tẹti lati gbọ. Ko jẹ iyalẹnu pe o ṣe iwaasu gẹgẹ bi iṣe rẹ amọ awọn amọran kan to gba ninu iwaasu to ṣe nibi eto oloṣooṣu ijọ rẹ ti wọn pe akori rẹ ni Swimming In Glory ti n ja rainrain . Ki gaan lawọn amọran yii? Laipẹ yi ni iṣẹlẹ kan to niṣe pẹlu ẹsun pe Pasitọ Biodun Fatoyinbo ti ijọ Coza fipa ba obinrin lo pọ da awuyewuye silẹ. Pupọ eeyan lo ti n reti ki Pasito Adeboye to jẹ agba ninu ẹsin mẹnu ba ọrọ naa. Ohun naa sọ ninu fọnran fidio to jade loju opo Twitter pe oun ko fẹ da si ọrọ yii nitori pe abẹ aṣẹ awọn adari ẹgbẹ ijọ onigbagbọ ni oun wa. Amọ nigba ti yoo fi gba awọn eeyan ni amọran ọrọ naa dabi ẹni pe o nṣe afiwe ọrọ to n lọ lode nipa ifipabanilopọ ni. Ninu fidio naa o gba awọn pasitọ ọdọ ni imọran nipa nnkan mẹta to ni o wa ninu Bibeli Iriwisi ṣe ọtọọtọ lori ọrọ rẹ ti a mọ pupọ lo kan sara si i pe o ṣe iwaasu to m'ọgbọn wa. Amọ awọn miran tako ọrọ rẹ to sọ nipa yiyan akowe obinrin Awọn ẹlomiran tilẹ mu amọran tiwọn to yatọ si ti Pasito Adeboye wa lọna ati dẹkun ifẹkufẹ oju	https://www.bbc.com/yoruba/afrika-48895702
health	Covid-19: Ẹ̀dà àrùn Omicron rápálá wọ̀ orílẹ̀èdè 16 ní àgbáyé	O kere tan, orilẹ-ede mẹrinlelogun ni ẹda arun Covid-19 tuntun Omicron ti rapala wọ bayii kaakiri agbaye gẹgẹ bii ọrọ ti ajọ WHO ṣẹṣẹ sọ. India, Ghana, Saudi Arabia ati UAE wa lara awọn orilẹ-ede to ṣẹṣẹ kede pe awọn ti  ri ẹda Omicron naa nilẹ wọn. Ilẹ Amẹrika, ilẹ Gẹẹsi ati Germany naa ti sọ pe ẹda Covid-19 tuntun naa ti rapala wọ ọdọ awọn. Nilẹ Afrika, South Africa lo n leke tente awọn to ti ni ẹda arun naa, bo tilẹ jẹ pe ibẹ ni wọn ti kọkọ ṣawari rẹ ni nnkan bii ọsẹ kan ṣeyin. Awọn orilẹ-ede tie ẹda Covid-19 Omicron ti rapala wọ ree Gẹgẹ bii ohun ti ileeṣẹ to n ri si idena itankalẹ ajakalẹ arun nilẹ Afrika, ACDC, sọ, orilẹ-ede marun un ni ẹda arun tuntun naa ti rapala wọ. Aarẹ ajọ eleto ilera ni South Africa, Angelique Coetzee, lo kọkọ sọrọ lori ẹda Omicron nilẹ naa lọjọ kẹrinlelogun, oṣu Kọkanla, ọdun yii. Lẹyin naa ni wọn ṣe ayẹwo ninu laabu, ti wọn si kede pe lootọ ẹda  arun naa ti jade, lẹyin eyii ni ajọ WHO kede pe ẹda tuntun naa kii ṣe keremi. Coetzee ni o bẹrẹ pẹlu alaisan kan ti aarẹ n ṣe pẹlu ara yiyun. Ẹwẹ, eeyan to le ni ẹgbẹrun mọkanla lo lugbadi ẹda Omicron ọhun laarin wakati mẹrinlelogun. Ọjọ kẹrindinlọgbọn, oṣu Kọkanla ni ileeṣẹ eto ilera Botswana fi ọrọ sita pe awọn naa ti ri ẹda Omicron nile wọn. Wọn ni awọn eeyan ilẹ okeere to wọ ilẹ ọhun lọjọ Keje, oṣu Kọkanla yii kan naa lo ko arun ọhun wọle. Ayẹwo fi han pe mẹrin ninu awọn arinrinaji naa ani Covid-19 lasiko ti wọn n mura lati pada si orile¬-ede wọn. Ọjọ kinni, oṣu Kejila, ọdun 2021 yii ni ileeṣẹ to n ri si ọrọ ajakalẹ run ni Naijiria, NCDC kede pe ẹda Omicron ti rapala wọ Naijiria. Ọga agba NCDC, Ifedayo Adetifa, sọ pe eeyan meji to wọ Naijiria lati South Africa lo ko ẹda arun naa wọle. Adetifa ni awọn eeyan meji naa ko si fi apẹrẹ arun naa han rara. Gẹgẹ bii ohun ti ijọba Ghana sọ, awọn eeyan to wọle silẹ naa lati Naijiria ati South Africa lo ko ẹda Omicron wọle. Ijọba ilẹ ọhun ti wa kan an nipa fun gbogbo oṣiṣẹ ijọba, to fi mọ awọn olukọ atawọn agbofinro lati gba abẹrẹ ajẹsara Covid-19 ni Kankan. Ẹwẹ, ajọ WHO sọ pe ko tii si ẹnikẹni to tii padanu ẹmi rẹ nitori ẹda Omicron yii.	https://www.bbc.com/yoruba/media-59516974
entertainment	Ọmọ Baba Suwe fi ọ̀rọ̀ ránṣẹ́ sí i ní àjùlé ọ̀run	Baa ku laa dere, eeyan ko sunwọn laaye ni Yoruba maa n wi. Ọpọ eeyan ni kii mọ riri awọn ẹni wọn nigba ti wọn wa loke eepẹ amọ ti wọn ba gbesẹ tan, ni wọn yoo to mọ riri wọn. Amọ fun ọpọ awọn eeyan kan, bi onirese wọn ko ba fin igba mọ, awọn eyi ti wọn ti fin silẹ, ko le parun laelae. Idi si ree ti Adesola Omidina, tii se ọmọ adẹrinposonu nni, Babatunde Omidina, ti ọpọ eeyan mọ si Baba Suwe, tun fi n ranti baba rẹ loni. Ohun to faa ni pe oni ọjọ kejilelogun osu kẹjọ ni ayajọ ọjọ ibi Baba Suwe, tii se gbajumọ alawada ti aye n fẹ amọ to ti ki aye pe o digbose. Nigba to n seranti ọjọ ibi baba rẹ to ko loni, Adesola Omidina sọrọ ilẹkun loju opo ayelujara Instagram rẹ. Ọmọ baba Suwe ni oun ko le salai ma mọ riri baba oun ni oni tii se ayajọ ọjọ ibi rẹ. O lo akoko naa lati dupẹ lọwọ rẹ fun ọpọ atilẹyin nla to ti se fun. Adesola ni “Baba mi tootọ, n ko le salai mọ mọ riri yin lojoojumọ, paapaa loni ọjọ ibi yin. Ẹ seun, mo dupẹ fun bẹ se kọ mi lati niwa irẹlẹ, ti mo si jẹ alabukun fun, ti mo jẹ lonii. Amọ, baba mi, ibanujẹ ni aisi laye yin loni jẹ nitori ẹyin ni aburada nla daradara to bo wa lori. Ẹ seun fun gbogbo awọn akoko tẹ mu ki awa ọmọ, ololufẹ ati gbogbo agbaye rẹrin. Bi o tilẹ jẹ pe ẹ ko le fun wa ni awọn ohun meremere aye yii amọ ẹ fun wa ni ifẹ pipe.” Adesola wa n dupẹ lọwọ baba rẹ, to si ni oun le fi yangan pe Baba Suwe ni baba oun. Aile ri ọ mọ jẹ irora ti ko se fi ara da – Ọmọ Omidina Bakan naa ni ọmọ Baba Suwe tun tẹsiwaju pe oun n saaro baba oun ati gbogbo awọn akoko ti awọn dijọ lo papọ. Adesola ni irora nla ni aile ri baba oun mọ jẹ fun oun, ti ko si se fi ara da. O wa n ki baba rẹ ku ọjọ ibi rẹ to ko loni, eyi to ba ni ajule ọrun. Adesola I. Morenikeji Omidina\nOMO_OMIDINA Adẹrinposonu tabi alawada nla ni Babatunde Omidina, ti ọpọ eeyan mọ si Baba Suwe. Ọjọ kejilelogun osu kẹjọ ọdun 1958 lo dele aye, ti ko ba si pe ẹni ọdun mẹrinlelọgọta loke eepẹ loni, tii se ayajọ ọjọ ibi rẹ. Ọdun 1971 lo bẹrẹ si ni kopa ninu ere tiata amọ ọdun 1997 ni okiki rẹ wa to kan lati ipasẹ awọn sinima kan to kopa ninu wọn. Lara awọn sinima to gbe Baba Suwa han faraye ni Baba Jayejaye, Oluweri Magboojo, Ba o ku, Oju Oloju, Baba Londoner, Ko tan si be, Aso Ibora, Obelomo, Elebolo, Larinloodu ati Omo Lasan. Baba Suwe maa n kopa ninu ere tiata pẹlu ọkan lara awọn aya rẹ, to n jẹ Moladun lagbo tiata. Amọ iji aye de ba lọdun 2001, nigba ti ajọ to n dena gbigbe oogun oloro ni Naijiria, NDLEA mu pe o gbe eroja Cocaine. Ọrọ naa dele ẹjọ amọ ti adajọ da Baba Suwe lare pe ko jẹbi ẹsun naa nitori NDLEA ko ri ẹri kankan fi silẹ. Sugbọn lati akoko naa ni Alawada naa ti bẹrẹ aisan nitori o ni wọn ki awọn irin kan bọ oun nidi ati ninu pẹlu ipa, pe ki oun le ya awọn idi oogun oloro jade. Bi o tilẹ jẹ pe o du ẹmi rẹ amọ aisan lo se wo, a ko ri ti ọlọjọ se. Babatunde Omidina dagbere faye nile iwosan kan nilu Ikorodu, nipinlẹ Eko to n gbe ni ọjọ kejilelogun osu Kọkanla ọdun 2021.	https://www.bbc.com/yoruba/articles/cp0qggnq5z9o
entertainment	"Juliana Olayode: Kí ni àṣírí ""Toyo Baby"" tó wà lọ́wọ́ Pásítọ̀ rẹ̀ tí ariwo fi ta?"	"Họwuhọwu to n waye laarin oṣerebinrin Juliana Olayode, ti ọpọ awọn ololufẹ rẹ mọ si ""Toyo baby"" ninu fiimu Jenifa's Diary ati pasitọ rẹ ti gbọna mii yọ. Ija awọn mejeji, ti wọn ti fi igba kan jẹ baba ati ọmọ ninu igbagbọ ri n da oniruru ariyanjiyan silẹ laarin awọn ololufẹ awọn mejeji lori ayelujara. Bi Juliana ṣe n sọrọ lori ikanni Instagram rẹ naa ni pasitọ ọhun n fesi pada loju opo tirẹ. Ṣaaju ni Juliana ti kọkọ fẹsun kan Pasitọ rẹ ọhun, iyẹn Timilehin Adigun, to jẹ oludasilẹ ijọ Mine Teens Ministry, pe o ja oju opo Facebook oun gba. Juliana tun sọ pe Pasitọ ọhun kọ lati jọwọ kọkọrọ oju opo naa fun oun. Ninu fidio kan to fi soju opo Instagram rẹ, oṣerebinrin ọhun ṣalaye pe Pasitọ naa, to ti figba kan jẹ alakoso oun ri n gbiyanju lati fi ọwọ ọla gba oun loju bo tilẹ jẹ pe oun ti fun ni ọpọlọpọ owo sẹyin. O ni ""Mo lọ Timilehin ninu ṣọọsi rẹ pe ko fun mi kọkọrọ si oju opo Facebook mi nitori mi o mọ bi wọn ṣe n lo oju naa, amọ ni ṣe lo ni ki awọn ẹṣọ ṣoọṣi naa le mi jade lẹyin ti mọ la orukọ mọ lori."" ""Mo ranti ọjọ kan ti Timilehin fi aworan oun ati iyawo rẹ si oju opo Facebook ọhun nitori pe ọwọ rẹ ni kọkọrọ rẹ wa ati pe mi o mọ bi wọn ṣe n lo oju opo Fabook."" ""Lẹyin naa ni Timilehin mọọmọ dawọ iṣẹ Facebook naa duro."" Oṣere naa ni ọrọ ọhun dun oun pupọ, koda ni ṣe lo n wa ẹkun mu. Lẹyin naa lo ke si awọn ololufẹ rẹ ki wọn ba a bẹ pasitọ Timilehin ko jọwọ kọkọrọ oju Facebook ọhun. Juliana ri mi fin,mo si ti bẹẹ tẹlẹ lori ẹs ti mo sẹẹ amọ ko si kọkọrọ Facebook rẹ lọwọ mi - Pasitọ Timilehin Nigba ti yoo fesi, Timilehin Adigun sọ pe irọ ni oṣere naa n pa pe oun mọọmọ kọ lati di kọkọrọ oju opo Facebook rẹ mu, ati pe kọkọrọ naa ko si lọwọ oun paapaa. Ninu fidio to di soju opo tirẹ, o sọ fun oṣere naa pe ""Nigba ti mo n ṣe alakoso rẹ, mo n ṣe gẹgẹ bii baba si ọmọ ni, mi o si gba owo kankan lọwọ rẹ."" ""Mo ti sọ kọkọrọ awọn oju naa fun ọ nitori ko si nnkankan ti n oo fi kọkọrọ naa ṣe, mo gba ọ nimọran lati lọ wo inu awọn iwe ti o n kọ kọkọrọ naa si."" Pasitọ naa tẹwaju pe o jẹ ohun ibanujẹ fun oun pe Juliana ri oun fin ati pe aṣiri rẹ wa lọwọ oun, amọ oun ko fẹ tu aṣiri naa sita. O ni ""Bi ọmọ ni o jẹ si mi Juliana mi o si lero pe o tọ si ọ lati la orukọ mọ mi lori."" ""Bii baba ni mo jẹ si ọ nitori emi ni mo tọ ẹ dagba."" ""Mo n reti ki o wa bẹmi ki a si pari ija to wa laarin wa tẹlẹ ni amọ o kọ lati ṣe bẹẹ... Aṣiri rẹ wa lọwọ mi, amọ bii baba gidi mi o ni tu aṣiri naa sita."" Ibi ọrọ de duro: Lẹyin ni fidio Pasitọ naa ni Juliana tun fi fidio mii sita, nibi to ti fẹsun kan pasitọ naa pe ko sọrọ soke ti oun ba ni aṣiri kanka lọwọ rẹ, ati pe Pasitọ ọhun gan lo ni aṣiri si oun lọwọ nitori o ti figba kan ba aburo oun atawọn mẹta mii ni ibalopọ ri, amọ wọn ṣe ọrọ naa ni oku oru. Ẹwẹ, pasitọ Timilehin ti fesi loju opo Instagram rẹ pada pe oun ko ba aburo Juliana tabi ẹnikẹni ni ibalopọ, oun si ṣetan lati foju bale ẹjọ lori ọrọ ọhun."	https://www.bbc.com/yoruba/60143918
sports	AFCON Qualifier: Kò séwu fún gbogbo àwọn tí yóò kópa nínú ìfẹsẹ̀wọnsẹ̀ Naijiria àti Sierra Leone ní Benin - Obaseki	"Gomina ipinlẹ Edo, Godwin Obaseki ti sọ pe abo to peye yoo wa fun gbogbo awọn agbabọọlu atawọn ero iworan ti yoo wa nibi ifẹṣewọn laarin ikọ Super Eagles ati Leone Stars ti orilẹ-ede Sierra Leone lọsẹ to n bọ. Ifẹsẹwọnsẹ naa to jẹ igabradi idije ife ẹyẹ ilẹ Afrika, AFCON, ti yoo waye lọdun 2021 ni yoo waye ni papa iṣẹre Samuel Ogbemudia ni ilu Benin. Bakan naa ni ifẹsẹwọnjsẹ to lamilaaka akọkọ ti yoo waye ni papa iṣẹre naa lati igba ti wọn ti ṣatunṣe rẹ. O tun jẹ ifẹsẹwọnsẹ to lamilaaka ti ikọ Super Eagles yoo gba lati igba ti ajakalẹ arun Coronavirus ti bẹrẹ. Ifẹsẹwọnsẹ naa yoo waye lọjọ kẹtala, oṣu kọkanla, ọdun 2020, lẹyin ọjọ ti iburawọle gomina Obaseki fun saa keji gẹgẹ bii gomina. Olubadamọran pataki fun gomina ọhun lori ọrọ to n lọ, Crusoe Osagie sọ pe ijọba ipinlẹ naa ti ṣetan lati dabo bo gbogbo eeyan ti yoo peju sibi ifẹsẹwọnsẹ ọhun. Gẹgẹ bo ṣe sọ, o ni ""idunnu wa ni lati ṣagbatẹru igbaradi idije AFCON 2021 laarin ikọ Super Eagles ati Leone Stars ni papa iṣẹre Ogbemudia."""	https://www.bbc.com/yoruba/afrika-54768915
religion	Prophet SK Abiara: Ọdún tóo bọ́ sí yìí, oò mọ ohun tí yóó ṣẹlẹ̀ àfi ...	"Ilé ìgbọ̀nsẹ̀ tóo lọ lọ́dún tó kọjá, ó yẹ kóo dúpẹ́, fun gbogbo ohun too ṣe lọdun to kọja, o yẹ koo dupẹ. Gbajugbaja ojiṣẹ Ọlọrun ni, Woli Samuel Abiara to jẹ oludari agba ijọ Christ Apostolic Church (CAC) lagbaye gbadura fawọn eniyan pe 2020 a dara. Nigba ti BBC Yoruba ba Baba SK Abiara lalejo, ọpọ ọ̀rọ̀ lo fi gba awọn ọmọ Naijiria niyanju. Baba ni ""o ṣàgbèrè lọ́dún tó kọjá, má ṣe irú ẹ̀ mọ́, iṣekuṣe, ole, ma ṣe bẹẹ mọ. Ṣe ni koo faye rẹ ati ọkan rẹ fun Ọlọrun"". Awọn adura kabiti kabiti ni baba fi kasẹ ọrọ ikini ku ọdun tuntun nilẹ."	https://www.bbc.com/yoruba/afrika-50980347
sports	Champions League: Balógun ní England, akéwejẹ̀ ní Italy, Liverpool yọ̀ ṣubú níwájú Napoli pẹ̀lú àmì ayò méjì sí òdo	Lọwọ yii, lara awọn ikọ agbabọọlu ti o n gbana jẹ ni Liverpool wa. Yatọ si pe oun ni ẹgbẹ agbabọọlu ti ife ẹyẹ Champions League wa lọwọ rẹ ni lọwọlọwọ, ohun nikan ni ẹgbẹ agbabọọlu ti ko tii sọ ami kankan nu ni gbogbo idije liigi ti saa yii. Nitori naa, ireti ọpọ ni pe ẹran ijẹ ni wọn yoo fi Napoli ṣe ninu ifẹsẹwọnsẹ Champions league to waye ni alẹ ọjọ Iṣẹgun laarin Napoli ati Liverpool, ṣugbọn ọr ko ri bẹẹ rara fun wọn. Napoli to gbalejo ifẹsẹwọnsẹ naa jẹwọ pe awọn kii ṣe ọmọ ale nile awọn nigba ti wọn fi ami ayo meji gbo ewuro si oju Salah, Mane atawọn akẹgbẹ wọn. Gbee silẹ koo gba sile, iyẹn pẹnariti ti Dries Merten kọkọ gba wọle ni Napoli fi ṣide iya fun Liverpool nigba ti ifẹsẹwọnsẹ naa wọ iṣẹju kejilelọgọrin ki Llorente to fọba lee ni igba ti ifẹsẹwọnsẹ naa ku dẹdẹ ko pari.	https://www.bbc.com/yoruba/afrika-49737706
religion	Sotitobire: Wolii Babatunde Alfa jáde lọ́gbà ẹ̀wọ̀n lẹ́yìn ìdájọ́ ilé ẹjọ́ kòtẹ́milọ́rùn	"""Lati inu isin ọjọ isinmi ni mo gba de ọgba ẹwọn"" ""Mo ke pe Ọlọrun, o si yọ mi'"" Ọrọ idunnu ti wolii Babatunde Alfa fi si ẹnu pẹlu ayọ ati idunnu niyi lasiko ti wọn ti tuu silẹ lọgba ẹwọn olokuta nipinlẹ Ondo. Ni ọjọ Ẹti, ọjọ kẹta oṣu kini ọdun 2021 ni ile ẹjọ kotẹmilọrun da Woli Babatunde Alfa ti ọpọ mọ si Sọtitobirẹ lare pe ko jẹbi ẹsin ijinigbe ti ile ẹjọ giga ipinlẹ Ondo fi ran an lọ si ẹwọn gbere lori ọmọdekunrin Gold to sọnu lasiko isin ọjọ isinmi ni ile ijọsin rẹ. Iyawo rẹ, Busọla atawọn ọpọ ọmọ ijọ ni wọn lọ gbe wolii Sọtitobirẹ wale lati ọgba ẹwọn loni."	https://www.bbc.com/yoruba/afrika-59566599
sports	AFCON 2021 FINAL: Ta ni yoo gba ife ẹyẹ Afcon laarin Mane ati Salah?	Ifẹsẹwọnsẹ aṣekagba jẹ eleyi ti ọpọ maa n foju sọna fun ninu idije Afcon to maa n waye nilẹ Afrika. Ti ọdun yii ko yatọ si tatẹyinwa. Koda oju awọn ololufẹ ere bọọlu n bẹ lọna nitori awọn ikọ meji to rapala de aṣekagba yii, ina piti ni wọn. Egypt ati Senegal ni yoo dijọ waako lọjọ Aiku lati mọ ẹni ti wọn yoo de lade Ọba ere bọọlu ni Afrika. Ni bayi, wọn ti gba ifẹsẹwọnsẹ mọkanlelaadọta ninu idije Afcon Cameroon 2021, ti papa iṣere Paul Biya to wa ni Olembe yoo si gbalejo asekagba naa. Ẹ jẹ ki a se agbeyẹwo awọn ikọ mejeeji ati iru aṣeyọri ti wọn ti ni ṣẹyin ṣaaju ifẹsẹwọnsẹ yii. Odu ni Egypt nibi ka maa gba ife ẹyẹ Afcon: Ni meni meji, ba ba ni ka maa ka, Egypt ti gba ife ẹyẹ Afcon ni igba meje ọtọọtọ. Ninu akọsilẹ, ko si orileede miran ni Afrika to sunmọ wọn tabi to gba ife ẹyẹ yii ju wọn lọ. Ọdun 2010 ni wọn gba ife ẹyẹ naa kẹyin pẹlu bi wọn ti ṣe fagba han Black Stars Ghana pẹlu goolu kan sodo ninu aṣekagba. Ninu ifẹsẹwọnsẹ ti wọn gba lati le fi kopa ninu idije Afcon, ta mọ si ''qualifiers'' ami ayo mejila ni wọn ko jọ ninu ifẹsẹwọnsẹ mẹfaa. Wọn lewaju isọri Keje lati le fi kopa ninu idije Afcon 2021. Nigba ti wọn de idije naa, Naijiria da wọn lagbo sina pẹlu goolu kan sodo ninu ifẹsẹwọnsẹ akọkọ isọri kẹrin. Ifidirẹmi yii dabi ẹni pe wọn ko ni tẹsiwaju ṣugbọn wọn gbọnra nu, ti wọn si gbiyanju titi ti wọn fi de aṣekagba. Senegal naa ko kẹrẹ, o ni atamátàsé ati adẹ̀yìnmú gidi: Orileede Senegal le ma gborukọ lori bi ti Egypt ṣugbọn awọn naa kii se aimọ lawujọ awọn orilẹede agbabọọlu ni Afrika. Ninu ifẹsẹwọnsẹ mejila ti wọn gba lera wọn, wọn ko fidi rẹmi ninu wọn. Wọn jawe olubori ninu mẹsan, wọn si gba ọmi ninu mẹta. Goolu mẹrinlelogun ni wọn ti jẹ lati oṣu Keje ọdun to kọja ninu awọn ifẹsẹwọnsẹ ti wọn kopa ninu rẹ, ti goolu mẹfa pere si wọle si awọn wọn. Bi a ba ni ka sọ nipa ikọ to ni atamatase ati awọn adẹyinmu ti ko kẹrẹ rara, Senegal jẹ ikọ to duro wamu wamu. Lọdun yii ohun to wa lọkan wọn ni bi wọn yoo se ṣaseyọri ninu aṣekagba. Lọdun 2002, Cameroon lo fidi wọn rẹmi ninu aṣekagba nipa pẹnariti, ti Algeria naa si gbewuro soju wọn ni Egypt pẹlu goolu kan sodo. Ninu irinajo wọn de aṣekagba  lọdun yii, wọn ko jẹ goolu pupọ ni ipele kini ṣugbọn wọn tẹsiwajulati leke isọri keji. Igba ti wọn de abala komẹsẹoyọ ni wọn bẹrẹ si ni pitu. Goolu meji ni wọn fi da bantẹ iya fun Cape Verde lati ọwọ Sadio Mane ati Ahmadou Bamba Dieng. Equitorial Guinea naa gba igbaju ati igbamu lọwọ wọn pẹlu goolu mẹta sookan. Nigba ti Burkina Faso koju wọn ni abala to kangun si aṣekagba, goolu mẹta sookan lawọn naa fi gbara. Nkan to ku bayi ni ki wọn koju Egypt ni aṣekagba. Boya wọn yoo gba ife yẹ Afcon ni igba akọkọ ninu itan orileede wọn. Bo ti lẹ jẹ wi pe orileede meji ni yoo koju ara wọn, orukọ awọn agbabọọlu mejeeji yii, Sadio Mane ati Mo Salah lawọn eeyan n ran lẹnu. Idi ni pe awọn mejeeji jijọ n ṣe ọrọ aje pẹlu ẹgbẹ agbagbọọlu Liverpool nilẹ Gẹẹsi ni. Atamatase lawọn mejeeji, ti wọn si ti jijọ gba ami ẹyẹ agbabọọlu to pegede julọ ni Afrika. Ti Senegal yoo ba bori Egypt, Sadio Mane yoo ni ipa ribiribi lati ko nipa didoju ija kọ awọn adilemu Egypt. Amọ Salah naa ko ni gbẹni wa nitori pe oun naa yoo ja fita fita lati se bii ọkunrin. Ipade wa di ori papa nirọlẹ oni lati mọ irin ti yoo tẹ fun ekeji laarin ikọ Egypt ati Senegal, Sadio Mane ati Mo Salah, ẹ ku oju lọna.	https://www.bbc.com/yoruba/ere-idaraya-60273780
